,pathway,source
109,R-HSA-114608,ENSG00000120885
110,R-HSA-166665,ENSG00000120885
111,R-HSA-6803157,ENSG00000120885
112,R-HSA-977606,ENSG00000120885
113,R-HSA-391160,ENSG00000120899
114,R-HSA-4420097,ENSG00000120899
115,R-HSA-9013420,ENSG00000120899
116,R-HSA-9020558,ENSG00000120899
117,R-HSA-629594,ENSG00000120903
118,R-HSA-629597,ENSG00000120903
119,R-HSA-198933,ENSG00000121716
120,R-HSA-75094,ENSG00000124701
121,R-HSA-9018519,ENSG00000125740
122,R-HSA-9031628,ENSG00000125740
123,R-HSA-198933,ENSG00000130202
124,R-HSA-420597,ENSG00000130202
125,R-HSA-1251985,ENSG00000130203
126,R-HSA-3000480,ENSG00000130203
127,R-HSA-381426,ENSG00000130203
128,R-HSA-8864260,ENSG00000130203
129,R-HSA-8957275,ENSG00000130203
130,R-HSA-8963888,ENSG00000130203
131,R-HSA-8963901,ENSG00000130203
132,R-HSA-8964026,ENSG00000130203
133,R-HSA-8964058,ENSG00000130203
134,R-HSA-9029569,ENSG00000130203
135,R-HSA-975634,ENSG00000130203
136,R-HSA-977225,ENSG00000130203
137,R-HSA-1268020,ENSG00000130204
138,R-HSA-5205685,ENSG00000130204
139,R-HSA-8866423,ENSG00000130208
140,R-HSA-8964046,ENSG00000130208
141,R-HSA-9029569,ENSG00000130208
142,R-HSA-977225,ENSG00000137642
143,R-HSA-1251985,ENSG00000138613
144,R-HSA-193692,ENSG00000138613
145,R-HSA-205043,ENSG00000138613
146,R-HSA-2122948,ENSG00000138613
147,R-HSA-2644606,ENSG00000138613
148,R-HSA-2894862,ENSG00000138613
149,R-HSA-2979096,ENSG00000138613
150,R-HSA-3928665,ENSG00000138613
151,R-HSA-9013700,ENSG00000138613
152,R-HSA-9017802,ENSG00000138613
153,R-HSA-977225,ENSG00000138613
154,R-HSA-8856825,ENSG00000138760
155,R-HSA-425561,ENSG00000140090
156,R-HSA-5619055,ENSG00000140090
157,R-HSA-191859,ENSG00000142252
158,R-HSA-9754678,ENSG00000142252
159,R-HSA-2730905,ENSG00000149534
160,R-HSA-2871796,ENSG00000149534
161,R-HSA-2871809,ENSG00000149534
162,R-HSA-2871837,ENSG00000149534
163,R-HSA-8873719,ENSG00000152932
164,R-HSA-2022377,ENSG00000159640
165,R-HSA-5223345,ENSG00000160862
166,R-HSA-1660499,ENSG00000168918
167,R-HSA-1855204,ENSG00000168918
168,R-HSA-202424,ENSG00000168918
169,R-HSA-210990,ENSG00000168918
170,R-HSA-912526,ENSG00000168918
171,R-HSA-1296041,ENSG00000172354
172,R-HSA-163359,ENSG00000172354
173,R-HSA-202040,ENSG00000172354
174,R-HSA-381676,ENSG00000172354
175,R-HSA-392170,ENSG00000172354
176,R-HSA-392451,ENSG00000172354
177,R-HSA-392851,ENSG00000172354
178,R-HSA-400042,ENSG00000172354
179,R-HSA-4086398,ENSG00000172354
180,R-HSA-416476,ENSG00000172354
181,R-HSA-416482,ENSG00000172354
182,R-HSA-418217,ENSG00000172354
183,R-HSA-418592,ENSG00000172354
184,R-HSA-418597,ENSG00000172354
185,R-HSA-420092,ENSG00000172354
186,R-HSA-428930,ENSG00000172354
187,R-HSA-432040,ENSG00000172354
188,R-HSA-456926,ENSG00000172354
189,R-HSA-500657,ENSG00000172354
190,R-HSA-6814122,ENSG00000172354
191,R-HSA-8964315,ENSG00000172354
192,R-HSA-8964616,ENSG00000172354
193,R-HSA-9009391,ENSG00000172354
194,R-HSA-9634597,ENSG00000172354
195,R-HSA-9660821,ENSG00000172354
196,R-HSA-997272,ENSG00000172354
197,R-HSA-877300,ENSG00000179344
198,R-HSA-6798695,ENSG00000180448
199,R-HSA-8980692,ENSG00000180448
200,R-HSA-9013148,ENSG00000180448
201,R-HSA-9013149,ENSG00000180448
202,R-HSA-166208,ENSG00000188186
203,R-HSA-380972,ENSG00000188186
204,R-HSA-5628897,ENSG00000188186
205,R-HSA-8943724,ENSG00000188186
206,R-HSA-9639288,ENSG00000188186
207,R-HSA-432722,ENSG00000189114
208,R-HSA-202424,ENSG00000196126
209,R-HSA-202427,ENSG00000196126
210,R-HSA-202430,ENSG00000196126
211,R-HSA-202433,ENSG00000196126
212,R-HSA-2132295,ENSG00000196126
213,R-HSA-389948,ENSG00000196126
214,R-HSA-877300,ENSG00000196126
215,R-HSA-202424,ENSG00000196735
216,R-HSA-202427,ENSG00000196735
217,R-HSA-202430,ENSG00000196735
218,R-HSA-202433,ENSG00000196735
219,R-HSA-2132295,ENSG00000196735
220,R-HSA-389948,ENSG00000196735
221,R-HSA-877300,ENSG00000196735
222,R-HSA-166016,ENSG00000197959
223,R-HSA-177504,ENSG00000197959
224,R-HSA-2132295,ENSG00000197959
225,R-HSA-437239,ENSG00000197959
226,R-HSA-373753,ENSG00000198087
227,R-HSA-6798695,ENSG00000203710
228,R-HSA-8877330,ENSG00000203710
229,R-HSA-977606,ENSG00000203710
230,R-HSA-8851680,ENSG00000204290
231,R-HSA-1971475,ENSG00000213420
232,R-HSA-2022928,ENSG00000213420
233,R-HSA-2024096,ENSG00000213420
234,R-HSA-3560783,ENSG00000213420
235,R-HSA-3560801,ENSG00000213420
236,R-HSA-3656237,ENSG00000213420
237,R-HSA-3656253,ENSG00000213420
238,R-HSA-4420332,ENSG00000213420
239,R-HSA-9694614,ENSG00000213420
240,R-HSA-975634,ENSG00000213420
241,R-HSA-432720,ENSG00000221838
242,R-HSA-202424,ENSG00000232629
243,R-HSA-202427,ENSG00000232629
244,R-HSA-202430,ENSG00000232629
245,R-HSA-202433,ENSG00000232629
246,R-HSA-2132295,ENSG00000232629
247,R-HSA-389948,ENSG00000232629
248,R-HSA-877300,ENSG00000232629
249,R-HSA-8963888,ENSG00000234906
250,R-HSA-8963889,ENSG00000234906
251,R-HSA-8963901,ENSG00000234906
252,R-HSA-8964058,ENSG00000234906
253,R-HSA-9029569,ENSG00000234906
254,R-HSA-975634,ENSG00000234906
255,R-HSA-202424,ENSG00000237541
256,R-HSA-202427,ENSG00000237541
257,R-HSA-202430,ENSG00000237541
258,R-HSA-202433,ENSG00000237541
259,R-HSA-2132295,ENSG00000237541
260,R-HSA-389948,ENSG00000237541
261,R-HSA-877300,ENSG00000237541
262,R-HSA-2132295,ENSG00000241106
263,R-HSA-173736,ENSG00000243649
264,R-HSA-174577,ENSG00000243649
265,R-HSA-977606,ENSG00000243649
266,R-HSA-8866423,ENSG00000267467
267,R-HSA-8964046,ENSG00000267467
268,R-HSA-9029569,ENSG00000267467
269,R-HSA-212436,ENSG00000062370
270,R-HSA-8856828,ENSG00000073921
271,R-HSA-2172127,ENSG00000095970
272,R-HSA-167172,ENSG00000099817
273,R-HSA-167246,ENSG00000099817
274,R-HSA-6781827,ENSG00000099817
275,R-HSA-72203,ENSG00000099817
276,R-HSA-75955,ENSG00000099817
277,R-HSA-76042,ENSG00000099817
278,R-HSA-167172,ENSG00000104884
279,R-HSA-167246,ENSG00000104884
280,R-HSA-6781827,ENSG00000104884
281,R-HSA-75955,ENSG00000104884
282,R-HSA-76042,ENSG00000104884
283,R-HSA-212436,ENSG00000106261
284,R-HSA-72200,ENSG00000124701
285,R-HSA-418990,ENSG00000130202
286,R-HSA-8856828,ENSG00000136717
287,R-HSA-9013507,ENSG00000138613
288,R-HSA-8856828,ENSG00000138760
289,R-HSA-2454202,ENSG00000149534
290,R-HSA-418555,ENSG00000172354
291,R-HSA-418594,ENSG00000172354
292,R-HSA-1632852,ENSG00000188186
293,R-HSA-165159,ENSG00000188186
294,R-HSA-8856828,ENSG00000197959
