,pathway,source
109,R-HSA-77075,ENSG00000104884
110,R-HSA-5578775,ENSG00000104936
111,R-HSA-6798695,ENSG00000108219
112,R-HSA-977225,ENSG00000108219
113,R-HSA-629587,ENSG00000108556
114,R-HSA-6791226,ENSG00000108592
115,R-HSA-198933,ENSG00000112195
116,R-HSA-9609736,ENSG00000116032
117,R-HSA-427413,ENSG00000117877
118,R-HSA-5250924,ENSG00000117877
119,R-HSA-73762,ENSG00000117877
120,R-HSA-73772,ENSG00000117877
121,R-HSA-73863,ENSG00000117877
122,R-HSA-114608,ENSG00000120885
123,R-HSA-166665,ENSG00000120885
124,R-HSA-6803157,ENSG00000120885
125,R-HSA-977606,ENSG00000120885
126,R-HSA-391160,ENSG00000120899
127,R-HSA-4420097,ENSG00000120899
128,R-HSA-9013420,ENSG00000120899
129,R-HSA-9020558,ENSG00000120899
130,R-HSA-629594,ENSG00000120903
131,R-HSA-629597,ENSG00000120903
132,R-HSA-2142670,ENSG00000120915
133,R-HSA-9018682,ENSG00000120915
134,R-HSA-9033241,ENSG00000120915
135,R-HSA-198933,ENSG00000121716
136,R-HSA-75094,ENSG00000124701
137,R-HSA-198933,ENSG00000124731
138,R-HSA-9018519,ENSG00000125740
139,R-HSA-9031628,ENSG00000125740
140,R-HSA-198933,ENSG00000130202
141,R-HSA-420597,ENSG00000130202
142,R-HSA-1251985,ENSG00000130203
143,R-HSA-3000480,ENSG00000130203
144,R-HSA-381426,ENSG00000130203
145,R-HSA-8864260,ENSG00000130203
146,R-HSA-8957275,ENSG00000130203
147,R-HSA-8963888,ENSG00000130203
148,R-HSA-8963901,ENSG00000130203
149,R-HSA-8964026,ENSG00000130203
150,R-HSA-8964058,ENSG00000130203
151,R-HSA-9029569,ENSG00000130203
152,R-HSA-975634,ENSG00000130203
153,R-HSA-977225,ENSG00000130203
154,R-HSA-1268020,ENSG00000130204
155,R-HSA-5205685,ENSG00000130204
156,R-HSA-8866423,ENSG00000130208
157,R-HSA-8964046,ENSG00000130208
158,R-HSA-9029569,ENSG00000130208
159,R-HSA-3928662,ENSG00000134318
160,R-HSA-3928663,ENSG00000134318
161,R-HSA-416482,ENSG00000134318
162,R-HSA-416572,ENSG00000134318
163,R-HSA-4420097,ENSG00000134318
164,R-HSA-5627117,ENSG00000134318
165,R-HSA-8980692,ENSG00000134318
166,R-HSA-9013026,ENSG00000134318
167,R-HSA-9013106,ENSG00000134318
168,R-HSA-9013407,ENSG00000134318
169,R-HSA-9013422,ENSG00000134318
170,R-HSA-9679191,ENSG00000134318
171,R-HSA-977225,ENSG00000137642
172,R-HSA-1442490,ENSG00000137845
173,R-HSA-177929,ENSG00000137845
174,R-HSA-2122948,ENSG00000137845
175,R-HSA-2644606,ENSG00000137845
176,R-HSA-2660826,ENSG00000137845
177,R-HSA-2691232,ENSG00000137845
178,R-HSA-2894862,ENSG00000137845
179,R-HSA-2979096,ENSG00000137845
180,R-HSA-381426,ENSG00000137845
181,R-HSA-3928665,ENSG00000137845
182,R-HSA-6798695,ENSG00000137845
183,R-HSA-8957275,ENSG00000137845
184,R-HSA-9013700,ENSG00000137845
185,R-HSA-977225,ENSG00000137845
186,R-HSA-1251985,ENSG00000138613
187,R-HSA-193692,ENSG00000138613
188,R-HSA-205043,ENSG00000138613
189,R-HSA-2122948,ENSG00000138613
190,R-HSA-2644606,ENSG00000138613
191,R-HSA-2894862,ENSG00000138613
192,R-HSA-2979096,ENSG00000138613
193,R-HSA-3928665,ENSG00000138613
194,R-HSA-9013700,ENSG00000138613
195,R-HSA-9017802,ENSG00000138613
196,R-HSA-977225,ENSG00000138613
197,R-HSA-8856825,ENSG00000138760
198,R-HSA-425561,ENSG00000140090
199,R-HSA-5619055,ENSG00000140090
200,R-HSA-2559580,ENSG00000141503
201,R-HSA-191859,ENSG00000142252
202,R-HSA-9754678,ENSG00000142252
203,R-HSA-6798695,ENSG00000149516
204,R-HSA-2730905,ENSG00000149534
205,R-HSA-2871796,ENSG00000149534
206,R-HSA-2871809,ENSG00000149534
207,R-HSA-2871837,ENSG00000149534
208,R-HSA-8873719,ENSG00000152932
209,R-HSA-2022377,ENSG00000159640
210,R-HSA-5223345,ENSG00000160862
211,R-HSA-112382,ENSG00000163161
212,R-HSA-113418,ENSG00000163161
213,R-HSA-167152,ENSG00000163161
214,R-HSA-167158,ENSG00000163161
215,R-HSA-167160,ENSG00000163161
216,R-HSA-167161,ENSG00000163161
217,R-HSA-167162,ENSG00000163161
218,R-HSA-167200,ENSG00000163161
219,R-HSA-427413,ENSG00000163161
220,R-HSA-5696395,ENSG00000163161
221,R-HSA-5696400,ENSG00000163161
222,R-HSA-674695,ENSG00000163161
223,R-HSA-6781823,ENSG00000163161
224,R-HSA-6782135,ENSG00000163161
225,R-HSA-6782210,ENSG00000163161
226,R-HSA-6796648,ENSG00000163161
227,R-HSA-72086,ENSG00000163161
228,R-HSA-73762,ENSG00000163161
229,R-HSA-73772,ENSG00000163161
230,R-HSA-73776,ENSG00000163161
231,R-HSA-73779,ENSG00000163161
232,R-HSA-73863,ENSG00000163161
233,R-HSA-75953,ENSG00000163161
234,R-HSA-77075,ENSG00000163161
235,R-HSA-1169091,ENSG00000165916
236,R-HSA-1234176,ENSG00000165916
237,R-HSA-1236974,ENSG00000165916
238,R-HSA-1236978,ENSG00000165916
239,R-HSA-174084,ENSG00000165916
240,R-HSA-174113,ENSG00000165916
241,R-HSA-174154,ENSG00000165916
242,R-HSA-174178,ENSG00000165916
243,R-HSA-174184,ENSG00000165916
244,R-HSA-180534,ENSG00000165916
245,R-HSA-180585,ENSG00000165916
246,R-HSA-187577,ENSG00000165916
247,R-HSA-195253,ENSG00000165916
248,R-HSA-202424,ENSG00000165916
249,R-HSA-211733,ENSG00000165916
250,R-HSA-2467813,ENSG00000165916
251,R-HSA-2871837,ENSG00000165916
252,R-HSA-349425,ENSG00000165916
253,R-HSA-350562,ENSG00000165916
254,R-HSA-450408,ENSG00000165916
255,R-HSA-4608870,ENSG00000165916
256,R-HSA-4641257,ENSG00000165916
257,R-HSA-4641258,ENSG00000165916
258,R-HSA-5358346,ENSG00000165916
259,R-HSA-5362768,ENSG00000165916
260,R-HSA-5607761,ENSG00000165916
261,R-HSA-5610780,ENSG00000165916
262,R-HSA-5610783,ENSG00000165916
263,R-HSA-5610785,ENSG00000165916
264,R-HSA-5632684,ENSG00000165916
265,R-HSA-5658442,ENSG00000165916
266,R-HSA-5676590,ENSG00000165916
267,R-HSA-5678895,ENSG00000165916
268,R-HSA-5687128,ENSG00000165916
269,R-HSA-5689603,ENSG00000165916
270,R-HSA-5689880,ENSG00000165916
271,R-HSA-6798695,ENSG00000165916
272,R-HSA-68867,ENSG00000165916
273,R-HSA-68949,ENSG00000165916
274,R-HSA-69017,ENSG00000165916
275,R-HSA-69481,ENSG00000165916
276,R-HSA-69601,ENSG00000165916
277,R-HSA-75815,ENSG00000165916
278,R-HSA-8852276,ENSG00000165916
279,R-HSA-8854050,ENSG00000165916
280,R-HSA-8939236,ENSG00000165916
281,R-HSA-8939902,ENSG00000165916
282,R-HSA-8941858,ENSG00000165916
283,R-HSA-8948751,ENSG00000165916
284,R-HSA-8951664,ENSG00000165916
285,R-HSA-9010553,ENSG00000165916
286,R-HSA-9020702,ENSG00000165916
287,R-HSA-9604323,ENSG00000165916
288,R-HSA-9762114,ENSG00000165916
289,R-HSA-983168,ENSG00000165916
290,R-HSA-1660499,ENSG00000168918
291,R-HSA-1855204,ENSG00000168918
292,R-HSA-202424,ENSG00000168918
293,R-HSA-210990,ENSG00000168918
294,R-HSA-912526,ENSG00000168918
295,R-HSA-5689603,ENSG00000169592
296,R-HSA-5696394,ENSG00000169592
297,R-HSA-1296041,ENSG00000172354
298,R-HSA-163359,ENSG00000172354
299,R-HSA-202040,ENSG00000172354
300,R-HSA-381676,ENSG00000172354
301,R-HSA-392170,ENSG00000172354
302,R-HSA-392451,ENSG00000172354
303,R-HSA-392851,ENSG00000172354
304,R-HSA-400042,ENSG00000172354
305,R-HSA-4086398,ENSG00000172354
306,R-HSA-416476,ENSG00000172354
307,R-HSA-416482,ENSG00000172354
308,R-HSA-418217,ENSG00000172354
309,R-HSA-418592,ENSG00000172354
310,R-HSA-418597,ENSG00000172354
311,R-HSA-420092,ENSG00000172354
312,R-HSA-428930,ENSG00000172354
313,R-HSA-432040,ENSG00000172354
314,R-HSA-456926,ENSG00000172354
315,R-HSA-500657,ENSG00000172354
316,R-HSA-6814122,ENSG00000172354
317,R-HSA-8964315,ENSG00000172354
318,R-HSA-8964616,ENSG00000172354
319,R-HSA-9009391,ENSG00000172354
320,R-HSA-9634597,ENSG00000172354
321,R-HSA-9660821,ENSG00000172354
322,R-HSA-997272,ENSG00000172354
323,R-HSA-8980692,ENSG00000175220
324,R-HSA-9013026,ENSG00000175220
325,R-HSA-9013106,ENSG00000175220
326,R-HSA-9013148,ENSG00000175220
327,R-HSA-9013149,ENSG00000175220
328,R-HSA-9013404,ENSG00000175220
329,R-HSA-9013405,ENSG00000175220
330,R-HSA-9013406,ENSG00000175220
331,R-HSA-9013408,ENSG00000175220
332,R-HSA-9013409,ENSG00000175220
333,R-HSA-9013423,ENSG00000175220
334,R-HSA-9035034,ENSG00000175220
335,R-HSA-9696270,ENSG00000175220
336,R-HSA-877300,ENSG00000179344
337,R-HSA-5357905,ENSG00000179526
338,R-HSA-5357956,ENSG00000179526
339,R-HSA-6794361,ENSG00000179526
340,R-HSA-8943724,ENSG00000179632
341,R-HSA-6798695,ENSG00000180448
342,R-HSA-8980692,ENSG00000180448
343,R-HSA-9013148,ENSG00000180448
344,R-HSA-9013149,ENSG00000180448
345,R-HSA-8950505,ENSG00000183336
346,R-HSA-156827,ENSG00000185088
347,R-HSA-156902,ENSG00000185088
348,R-HSA-1799339,ENSG00000185088
349,R-HSA-192823,ENSG00000185088
350,R-HSA-2408557,ENSG00000185088
351,R-HSA-6791226,ENSG00000185088
352,R-HSA-72649,ENSG00000185088
353,R-HSA-72689,ENSG00000185088
354,R-HSA-72695,ENSG00000185088
355,R-HSA-72702,ENSG00000185088
356,R-HSA-72706,ENSG00000185088
357,R-HSA-72764,ENSG00000185088
358,R-HSA-9010553,ENSG00000185088
359,R-HSA-9633012,ENSG00000185088
360,R-HSA-9735869,ENSG00000185088
361,R-HSA-9754678,ENSG00000185088
362,R-HSA-975956,ENSG00000185088
363,R-HSA-975957,ENSG00000185088
364,R-HSA-166208,ENSG00000188186
365,R-HSA-380972,ENSG00000188186
366,R-HSA-5628897,ENSG00000188186
367,R-HSA-8943724,ENSG00000188186
368,R-HSA-9639288,ENSG00000188186
369,R-HSA-432722,ENSG00000189114
370,R-HSA-202424,ENSG00000196126
371,R-HSA-202427,ENSG00000196126
372,R-HSA-202430,ENSG00000196126
373,R-HSA-202433,ENSG00000196126
374,R-HSA-2132295,ENSG00000196126
375,R-HSA-389948,ENSG00000196126
376,R-HSA-877300,ENSG00000196126
377,R-HSA-202424,ENSG00000196735
378,R-HSA-202427,ENSG00000196735
379,R-HSA-202430,ENSG00000196735
380,R-HSA-202433,ENSG00000196735
381,R-HSA-2132295,ENSG00000196735
382,R-HSA-389948,ENSG00000196735
383,R-HSA-877300,ENSG00000196735
384,R-HSA-166016,ENSG00000197959
385,R-HSA-177504,ENSG00000197959
386,R-HSA-2132295,ENSG00000197959
387,R-HSA-437239,ENSG00000197959
388,R-HSA-373753,ENSG00000198087
389,R-HSA-202424,ENSG00000198502
390,R-HSA-202427,ENSG00000198502
391,R-HSA-202430,ENSG00000198502
392,R-HSA-202433,ENSG00000198502
393,R-HSA-2132295,ENSG00000198502
394,R-HSA-389948,ENSG00000198502
395,R-HSA-877300,ENSG00000198502
396,R-HSA-2672351,ENSG00000198626
397,R-HSA-5578775,ENSG00000198626
398,R-HSA-6798695,ENSG00000203710
399,R-HSA-8877330,ENSG00000203710
400,R-HSA-977606,ENSG00000203710
401,R-HSA-8851680,ENSG00000204290
402,R-HSA-9609523,ENSG00000204463
403,R-HSA-193648,ENSG00000205726
404,R-HSA-3928662,ENSG00000205726
405,R-HSA-416482,ENSG00000205726
406,R-HSA-8856825,ENSG00000205726
407,R-HSA-9013148,ENSG00000205726
408,R-HSA-9013406,ENSG00000205726
409,R-HSA-9013408,ENSG00000205726
410,R-HSA-1971475,ENSG00000213420
411,R-HSA-2022928,ENSG00000213420
412,R-HSA-2024096,ENSG00000213420
413,R-HSA-3560783,ENSG00000213420
414,R-HSA-3560801,ENSG00000213420
415,R-HSA-3656237,ENSG00000213420
416,R-HSA-3656253,ENSG00000213420
417,R-HSA-4420332,ENSG00000213420
418,R-HSA-9694614,ENSG00000213420
419,R-HSA-975634,ENSG00000213420
420,R-HSA-6799198,ENSG00000213619
421,R-HSA-9013408,ENSG00000213619
422,R-HSA-432720,ENSG00000221838
423,R-HSA-193993,ENSG00000231852
424,R-HSA-194002,ENSG00000231852
425,R-HSA-211976,ENSG00000231852
426,R-HSA-5579021,ENSG00000231852
427,R-HSA-202424,ENSG00000232629
428,R-HSA-202427,ENSG00000232629
429,R-HSA-202430,ENSG00000232629
430,R-HSA-202433,ENSG00000232629
431,R-HSA-2132295,ENSG00000232629
432,R-HSA-389948,ENSG00000232629
433,R-HSA-877300,ENSG00000232629
434,R-HSA-8963888,ENSG00000234906
435,R-HSA-8963889,ENSG00000234906
436,R-HSA-8963901,ENSG00000234906
437,R-HSA-8964058,ENSG00000234906
438,R-HSA-9029569,ENSG00000234906
439,R-HSA-975634,ENSG00000234906
440,R-HSA-202424,ENSG00000237541
441,R-HSA-202427,ENSG00000237541
442,R-HSA-202430,ENSG00000237541
443,R-HSA-202433,ENSG00000237541
444,R-HSA-2132295,ENSG00000237541
445,R-HSA-389948,ENSG00000237541
446,R-HSA-877300,ENSG00000237541
447,R-HSA-2132295,ENSG00000241106
448,R-HSA-163210,ENSG00000241468
449,R-HSA-8949613,ENSG00000241468
450,R-HSA-163210,ENSG00000241837
451,R-HSA-8949613,ENSG00000241837
452,R-HSA-173736,ENSG00000243649
453,R-HSA-174577,ENSG00000243649
454,R-HSA-977606,ENSG00000243649
455,R-HSA-174577,ENSG00000244731
456,R-HSA-381426,ENSG00000244731
457,R-HSA-8957275,ENSG00000244731
458,R-HSA-977606,ENSG00000244731
459,R-HSA-8866423,ENSG00000267467
460,R-HSA-8964046,ENSG00000267467
461,R-HSA-9029569,ENSG00000267467
462,R-HSA-212436,ENSG00000062370
463,R-HSA-8856828,ENSG00000073921
464,R-HSA-2172127,ENSG00000095970
465,R-HSA-167172,ENSG00000099817
466,R-HSA-167246,ENSG00000099817
467,R-HSA-6781827,ENSG00000099817
468,R-HSA-72203,ENSG00000099817
469,R-HSA-75955,ENSG00000099817
470,R-HSA-76042,ENSG00000099817
471,R-HSA-167172,ENSG00000104884
472,R-HSA-167246,ENSG00000104884
473,R-HSA-6781827,ENSG00000104884
474,R-HSA-75955,ENSG00000104884
475,R-HSA-76042,ENSG00000104884
476,R-HSA-212436,ENSG00000106261
477,R-HSA-72200,ENSG00000124701
478,R-HSA-202733,ENSG00000124731
479,R-HSA-2172127,ENSG00000124731
480,R-HSA-418990,ENSG00000130202
481,R-HSA-8856828,ENSG00000136717
482,R-HSA-1474228,ENSG00000137845
483,R-HSA-9013507,ENSG00000137845
484,R-HSA-9013507,ENSG00000138613
485,R-HSA-8856828,ENSG00000138760
486,R-HSA-2454202,ENSG00000149534
487,R-HSA-167172,ENSG00000163161
488,R-HSA-167246,ENSG00000163161
489,R-HSA-6781827,ENSG00000163161
490,R-HSA-75955,ENSG00000163161
491,R-HSA-76042,ENSG00000163161
492,R-HSA-382556,ENSG00000165916
493,R-HSA-5607764,ENSG00000165916
494,R-HSA-5668541,ENSG00000165916
495,R-HSA-9755511,ENSG00000165916
496,R-HSA-418555,ENSG00000172354
497,R-HSA-418594,ENSG00000172354
498,R-HSA-212436,ENSG00000181135
499,R-HSA-1632852,ENSG00000188186
500,R-HSA-165159,ENSG00000188186
501,R-HSA-8856828,ENSG00000197959
502,R-HSA-8856828,ENSG00000205726
503,R-HSA-611105,ENSG00000213619
504,R-HSA-166663,ENSG00000244731
505,R-HSA-212436,ENSG00000267508
