,pathway,source
109,R-HSA-73863,ENSG00000117877
110,R-HSA-114608,ENSG00000120885
111,R-HSA-166665,ENSG00000120885
112,R-HSA-6803157,ENSG00000120885
113,R-HSA-977606,ENSG00000120885
114,R-HSA-391160,ENSG00000120899
115,R-HSA-4420097,ENSG00000120899
116,R-HSA-9013420,ENSG00000120899
117,R-HSA-9020558,ENSG00000120899
118,R-HSA-629594,ENSG00000120903
119,R-HSA-629597,ENSG00000120903
120,R-HSA-198933,ENSG00000121716
121,R-HSA-75094,ENSG00000124701
122,R-HSA-9018519,ENSG00000125740
123,R-HSA-9031628,ENSG00000125740
124,R-HSA-198933,ENSG00000130202
125,R-HSA-420597,ENSG00000130202
126,R-HSA-1251985,ENSG00000130203
127,R-HSA-3000480,ENSG00000130203
128,R-HSA-381426,ENSG00000130203
129,R-HSA-8864260,ENSG00000130203
130,R-HSA-8957275,ENSG00000130203
131,R-HSA-8963888,ENSG00000130203
132,R-HSA-8963901,ENSG00000130203
133,R-HSA-8964026,ENSG00000130203
134,R-HSA-8964058,ENSG00000130203
135,R-HSA-9029569,ENSG00000130203
136,R-HSA-975634,ENSG00000130203
137,R-HSA-977225,ENSG00000130203
138,R-HSA-1268020,ENSG00000130204
139,R-HSA-5205685,ENSG00000130204
140,R-HSA-8866423,ENSG00000130208
141,R-HSA-8964046,ENSG00000130208
142,R-HSA-9029569,ENSG00000130208
143,R-HSA-3928662,ENSG00000134318
144,R-HSA-3928663,ENSG00000134318
145,R-HSA-416482,ENSG00000134318
146,R-HSA-416572,ENSG00000134318
147,R-HSA-4420097,ENSG00000134318
148,R-HSA-5627117,ENSG00000134318
149,R-HSA-8980692,ENSG00000134318
150,R-HSA-9013026,ENSG00000134318
151,R-HSA-9013106,ENSG00000134318
152,R-HSA-9013407,ENSG00000134318
153,R-HSA-9013422,ENSG00000134318
154,R-HSA-9679191,ENSG00000134318
155,R-HSA-977225,ENSG00000137642
156,R-HSA-1251985,ENSG00000138613
157,R-HSA-193692,ENSG00000138613
158,R-HSA-205043,ENSG00000138613
159,R-HSA-2122948,ENSG00000138613
160,R-HSA-2644606,ENSG00000138613
161,R-HSA-2894862,ENSG00000138613
162,R-HSA-2979096,ENSG00000138613
163,R-HSA-3928665,ENSG00000138613
164,R-HSA-9013700,ENSG00000138613
165,R-HSA-9017802,ENSG00000138613
166,R-HSA-977225,ENSG00000138613
167,R-HSA-8856825,ENSG00000138760
168,R-HSA-425561,ENSG00000140090
169,R-HSA-5619055,ENSG00000140090
170,R-HSA-191859,ENSG00000142252
171,R-HSA-9754678,ENSG00000142252
172,R-HSA-2730905,ENSG00000149534
173,R-HSA-2871796,ENSG00000149534
174,R-HSA-2871809,ENSG00000149534
175,R-HSA-2871837,ENSG00000149534
176,R-HSA-8873719,ENSG00000152932
177,R-HSA-2022377,ENSG00000159640
178,R-HSA-5223345,ENSG00000160862
179,R-HSA-1660499,ENSG00000168918
180,R-HSA-1855204,ENSG00000168918
181,R-HSA-202424,ENSG00000168918
182,R-HSA-210990,ENSG00000168918
183,R-HSA-912526,ENSG00000168918
184,R-HSA-1296041,ENSG00000172354
185,R-HSA-163359,ENSG00000172354
186,R-HSA-202040,ENSG00000172354
187,R-HSA-381676,ENSG00000172354
188,R-HSA-392170,ENSG00000172354
189,R-HSA-392451,ENSG00000172354
190,R-HSA-392851,ENSG00000172354
191,R-HSA-400042,ENSG00000172354
192,R-HSA-4086398,ENSG00000172354
193,R-HSA-416476,ENSG00000172354
194,R-HSA-416482,ENSG00000172354
195,R-HSA-418217,ENSG00000172354
196,R-HSA-418592,ENSG00000172354
197,R-HSA-418597,ENSG00000172354
198,R-HSA-420092,ENSG00000172354
199,R-HSA-428930,ENSG00000172354
200,R-HSA-432040,ENSG00000172354
201,R-HSA-456926,ENSG00000172354
202,R-HSA-500657,ENSG00000172354
203,R-HSA-6814122,ENSG00000172354
204,R-HSA-8964315,ENSG00000172354
205,R-HSA-8964616,ENSG00000172354
206,R-HSA-9009391,ENSG00000172354
207,R-HSA-9634597,ENSG00000172354
208,R-HSA-9660821,ENSG00000172354
209,R-HSA-997272,ENSG00000172354
210,R-HSA-877300,ENSG00000179344
211,R-HSA-6798695,ENSG00000180448
212,R-HSA-8980692,ENSG00000180448
213,R-HSA-9013148,ENSG00000180448
214,R-HSA-9013149,ENSG00000180448
215,R-HSA-166208,ENSG00000188186
216,R-HSA-380972,ENSG00000188186
217,R-HSA-5628897,ENSG00000188186
218,R-HSA-8943724,ENSG00000188186
219,R-HSA-9639288,ENSG00000188186
220,R-HSA-432722,ENSG00000189114
221,R-HSA-202424,ENSG00000196126
222,R-HSA-202427,ENSG00000196126
223,R-HSA-202430,ENSG00000196126
224,R-HSA-202433,ENSG00000196126
225,R-HSA-2132295,ENSG00000196126
226,R-HSA-389948,ENSG00000196126
227,R-HSA-877300,ENSG00000196126
228,R-HSA-202424,ENSG00000196735
229,R-HSA-202427,ENSG00000196735
230,R-HSA-202430,ENSG00000196735
231,R-HSA-202433,ENSG00000196735
232,R-HSA-2132295,ENSG00000196735
233,R-HSA-389948,ENSG00000196735
234,R-HSA-877300,ENSG00000196735
235,R-HSA-166016,ENSG00000197959
236,R-HSA-177504,ENSG00000197959
237,R-HSA-2132295,ENSG00000197959
238,R-HSA-437239,ENSG00000197959
239,R-HSA-373753,ENSG00000198087
240,R-HSA-2672351,ENSG00000198626
241,R-HSA-5578775,ENSG00000198626
242,R-HSA-6798695,ENSG00000203710
243,R-HSA-8877330,ENSG00000203710
244,R-HSA-977606,ENSG00000203710
245,R-HSA-8851680,ENSG00000204290
246,R-HSA-193648,ENSG00000205726
247,R-HSA-3928662,ENSG00000205726
248,R-HSA-416482,ENSG00000205726
249,R-HSA-8856825,ENSG00000205726
250,R-HSA-9013148,ENSG00000205726
251,R-HSA-9013406,ENSG00000205726
252,R-HSA-9013408,ENSG00000205726
253,R-HSA-1971475,ENSG00000213420
254,R-HSA-2022928,ENSG00000213420
255,R-HSA-2024096,ENSG00000213420
256,R-HSA-3560783,ENSG00000213420
257,R-HSA-3560801,ENSG00000213420
258,R-HSA-3656237,ENSG00000213420
259,R-HSA-3656253,ENSG00000213420
260,R-HSA-4420332,ENSG00000213420
261,R-HSA-9694614,ENSG00000213420
262,R-HSA-975634,ENSG00000213420
263,R-HSA-432720,ENSG00000221838
264,R-HSA-202424,ENSG00000232629
265,R-HSA-202427,ENSG00000232629
266,R-HSA-202430,ENSG00000232629
267,R-HSA-202433,ENSG00000232629
268,R-HSA-2132295,ENSG00000232629
269,R-HSA-389948,ENSG00000232629
270,R-HSA-877300,ENSG00000232629
271,R-HSA-8963888,ENSG00000234906
272,R-HSA-8963889,ENSG00000234906
273,R-HSA-8963901,ENSG00000234906
274,R-HSA-8964058,ENSG00000234906
275,R-HSA-9029569,ENSG00000234906
276,R-HSA-975634,ENSG00000234906
277,R-HSA-202424,ENSG00000237541
278,R-HSA-202427,ENSG00000237541
279,R-HSA-202430,ENSG00000237541
280,R-HSA-202433,ENSG00000237541
281,R-HSA-2132295,ENSG00000237541
282,R-HSA-389948,ENSG00000237541
283,R-HSA-877300,ENSG00000237541
284,R-HSA-2132295,ENSG00000241106
285,R-HSA-163210,ENSG00000241837
286,R-HSA-8949613,ENSG00000241837
287,R-HSA-173736,ENSG00000243649
288,R-HSA-174577,ENSG00000243649
289,R-HSA-977606,ENSG00000243649
290,R-HSA-8866423,ENSG00000267467
291,R-HSA-8964046,ENSG00000267467
292,R-HSA-9029569,ENSG00000267467
293,R-HSA-212436,ENSG00000062370
294,R-HSA-8856828,ENSG00000073921
295,R-HSA-2172127,ENSG00000095970
296,R-HSA-167172,ENSG00000099817
297,R-HSA-167246,ENSG00000099817
298,R-HSA-6781827,ENSG00000099817
299,R-HSA-72203,ENSG00000099817
300,R-HSA-75955,ENSG00000099817
301,R-HSA-76042,ENSG00000099817
302,R-HSA-167172,ENSG00000104884
303,R-HSA-167246,ENSG00000104884
304,R-HSA-6781827,ENSG00000104884
305,R-HSA-75955,ENSG00000104884
306,R-HSA-76042,ENSG00000104884
307,R-HSA-212436,ENSG00000106261
308,R-HSA-72200,ENSG00000124701
309,R-HSA-418990,ENSG00000130202
310,R-HSA-8856828,ENSG00000136717
311,R-HSA-9013507,ENSG00000138613
312,R-HSA-8856828,ENSG00000138760
313,R-HSA-2454202,ENSG00000149534
314,R-HSA-418555,ENSG00000172354
315,R-HSA-418594,ENSG00000172354
316,R-HSA-1632852,ENSG00000188186
317,R-HSA-165159,ENSG00000188186
318,R-HSA-8856828,ENSG00000197959
319,R-HSA-8856828,ENSG00000205726
