,pathway,source
55,R-HSA-76066,ENSG00000099817
56,R-HSA-76071,ENSG00000099817
57,R-HSA-77075,ENSG00000099817
58,R-HSA-8851708,ENSG00000099817
59,R-HSA-9018519,ENSG00000099817
60,R-HSA-9670095,ENSG00000099817
61,R-HSA-1296052,ENSG00000104783
62,R-HSA-5607761,ENSG00000104856
63,R-HSA-5621575,ENSG00000104856
64,R-HSA-5676590,ENSG00000104856
65,R-HSA-71288,ENSG00000104879
66,R-HSA-6804759,ENSG00000104881
67,R-HSA-5578775,ENSG00000104936
68,R-HSA-427413,ENSG00000117877
69,R-HSA-5250924,ENSG00000117877
70,R-HSA-73762,ENSG00000117877
71,R-HSA-73772,ENSG00000117877
72,R-HSA-73863,ENSG00000117877
73,R-HSA-114608,ENSG00000120885
74,R-HSA-166665,ENSG00000120885
75,R-HSA-6803157,ENSG00000120885
76,R-HSA-977606,ENSG00000120885
77,R-HSA-198933,ENSG00000121716
78,R-HSA-9018519,ENSG00000125740
79,R-HSA-9031628,ENSG00000125740
80,R-HSA-198933,ENSG00000130202
81,R-HSA-420597,ENSG00000130202
82,R-HSA-1251985,ENSG00000130203
83,R-HSA-3000480,ENSG00000130203
84,R-HSA-381426,ENSG00000130203
85,R-HSA-8864260,ENSG00000130203
86,R-HSA-8957275,ENSG00000130203
87,R-HSA-8963888,ENSG00000130203
88,R-HSA-8963901,ENSG00000130203
89,R-HSA-8964026,ENSG00000130203
90,R-HSA-8964058,ENSG00000130203
91,R-HSA-9029569,ENSG00000130203
92,R-HSA-975634,ENSG00000130203
93,R-HSA-977225,ENSG00000130203
94,R-HSA-1268020,ENSG00000130204
95,R-HSA-5205685,ENSG00000130204
96,R-HSA-8866423,ENSG00000130208
97,R-HSA-8964046,ENSG00000130208
98,R-HSA-9029569,ENSG00000130208
99,R-HSA-977225,ENSG00000137642
100,R-HSA-1251985,ENSG00000138613
101,R-HSA-193692,ENSG00000138613
102,R-HSA-205043,ENSG00000138613
103,R-HSA-2122948,ENSG00000138613
104,R-HSA-2644606,ENSG00000138613
105,R-HSA-2894862,ENSG00000138613
106,R-HSA-2979096,ENSG00000138613
107,R-HSA-3928665,ENSG00000138613
108,R-HSA-9013700,ENSG00000138613
109,R-HSA-9017802,ENSG00000138613
110,R-HSA-977225,ENSG00000138613
111,R-HSA-8856825,ENSG00000138760
112,R-HSA-191859,ENSG00000142252
113,R-HSA-9754678,ENSG00000142252
114,R-HSA-8873719,ENSG00000152932
115,R-HSA-5223345,ENSG00000160862
116,R-HSA-1296041,ENSG00000172354
117,R-HSA-163359,ENSG00000172354
118,R-HSA-202040,ENSG00000172354
119,R-HSA-381676,ENSG00000172354
120,R-HSA-392170,ENSG00000172354
121,R-HSA-392451,ENSG00000172354
122,R-HSA-392851,ENSG00000172354
123,R-HSA-400042,ENSG00000172354
124,R-HSA-4086398,ENSG00000172354
125,R-HSA-416476,ENSG00000172354
126,R-HSA-416482,ENSG00000172354
127,R-HSA-418217,ENSG00000172354
128,R-HSA-418592,ENSG00000172354
129,R-HSA-418597,ENSG00000172354
130,R-HSA-420092,ENSG00000172354
131,R-HSA-428930,ENSG00000172354
132,R-HSA-432040,ENSG00000172354
133,R-HSA-456926,ENSG00000172354
134,R-HSA-500657,ENSG00000172354
135,R-HSA-6814122,ENSG00000172354
136,R-HSA-8964315,ENSG00000172354
137,R-HSA-8964616,ENSG00000172354
138,R-HSA-9009391,ENSG00000172354
139,R-HSA-9634597,ENSG00000172354
140,R-HSA-9660821,ENSG00000172354
141,R-HSA-997272,ENSG00000172354
142,R-HSA-166208,ENSG00000188186
143,R-HSA-380972,ENSG00000188186
144,R-HSA-5628897,ENSG00000188186
145,R-HSA-8943724,ENSG00000188186
146,R-HSA-9639288,ENSG00000188186
147,R-HSA-432722,ENSG00000189114
148,R-HSA-166016,ENSG00000197959
149,R-HSA-177504,ENSG00000197959
150,R-HSA-2132295,ENSG00000197959
151,R-HSA-437239,ENSG00000197959
152,R-HSA-2672351,ENSG00000198626
153,R-HSA-5578775,ENSG00000198626
154,R-HSA-6798695,ENSG00000203710
155,R-HSA-8877330,ENSG00000203710
156,R-HSA-977606,ENSG00000203710
157,R-HSA-1971475,ENSG00000213420
158,R-HSA-2022928,ENSG00000213420
159,R-HSA-2024096,ENSG00000213420
160,R-HSA-3560783,ENSG00000213420
161,R-HSA-3560801,ENSG00000213420
162,R-HSA-3656237,ENSG00000213420
163,R-HSA-3656253,ENSG00000213420
164,R-HSA-4420332,ENSG00000213420
165,R-HSA-9694614,ENSG00000213420
166,R-HSA-975634,ENSG00000213420
167,R-HSA-432720,ENSG00000221838
168,R-HSA-8963888,ENSG00000234906
169,R-HSA-8963889,ENSG00000234906
170,R-HSA-8963901,ENSG00000234906
171,R-HSA-8964058,ENSG00000234906
172,R-HSA-9029569,ENSG00000234906
173,R-HSA-975634,ENSG00000234906
174,R-HSA-163210,ENSG00000241837
175,R-HSA-8949613,ENSG00000241837
176,R-HSA-173736,ENSG00000243649
177,R-HSA-174577,ENSG00000243649
178,R-HSA-977606,ENSG00000243649
179,R-HSA-8866423,ENSG00000267467
180,R-HSA-8964046,ENSG00000267467
181,R-HSA-9029569,ENSG00000267467
182,R-HSA-212436,ENSG00000062370
183,R-HSA-8856828,ENSG00000073921
184,R-HSA-2172127,ENSG00000095970
185,R-HSA-167172,ENSG00000099817
186,R-HSA-167246,ENSG00000099817
187,R-HSA-6781827,ENSG00000099817
188,R-HSA-72203,ENSG00000099817
189,R-HSA-75955,ENSG00000099817
190,R-HSA-76042,ENSG00000099817
191,R-HSA-418990,ENSG00000130202
192,R-HSA-8856828,ENSG00000136717
193,R-HSA-9013507,ENSG00000138613
194,R-HSA-8856828,ENSG00000138760
195,R-HSA-418555,ENSG00000172354
196,R-HSA-418594,ENSG00000172354
197,R-HSA-1632852,ENSG00000188186
198,R-HSA-165159,ENSG00000188186
199,R-HSA-8856828,ENSG00000197959
