,pathway,source
109,R-HSA-2173795,ENSG00000102882
110,R-HSA-2173796,ENSG00000102882
111,R-HSA-2559580,ENSG00000102882
112,R-HSA-2559582,ENSG00000102882
113,R-HSA-2559585,ENSG00000102882
114,R-HSA-2871796,ENSG00000102882
115,R-HSA-3371453,ENSG00000102882
116,R-HSA-375165,ENSG00000102882
117,R-HSA-444257,ENSG00000102882
118,R-HSA-445144,ENSG00000102882
119,R-HSA-450341,ENSG00000102882
120,R-HSA-456926,ENSG00000102882
121,R-HSA-5663213,ENSG00000102882
122,R-HSA-5668599,ENSG00000102882
123,R-HSA-5674135,ENSG00000102882
124,R-HSA-5674499,ENSG00000102882
125,R-HSA-6802946,ENSG00000102882
126,R-HSA-6802948,ENSG00000102882
127,R-HSA-6802952,ENSG00000102882
128,R-HSA-6802955,ENSG00000102882
129,R-HSA-6811558,ENSG00000102882
130,R-HSA-73728,ENSG00000102882
131,R-HSA-74749,ENSG00000102882
132,R-HSA-879415,ENSG00000102882
133,R-HSA-8940973,ENSG00000102882
134,R-HSA-8943724,ENSG00000102882
135,R-HSA-9627069,ENSG00000102882
136,R-HSA-9634638,ENSG00000102882
137,R-HSA-9635465,ENSG00000102882
138,R-HSA-9649948,ENSG00000102882
139,R-HSA-9652169,ENSG00000102882
140,R-HSA-9656223,ENSG00000102882
141,R-HSA-9664422,ENSG00000102882
142,R-HSA-9725371,ENSG00000102882
143,R-HSA-9768919,ENSG00000102882
144,R-HSA-982772,ENSG00000102882
145,R-HSA-6814848,ENSG00000102886
146,R-HSA-114516,ENSG00000103496
147,R-HSA-1236974,ENSG00000103496
148,R-HSA-1445148,ENSG00000103496
149,R-HSA-449836,ENSG00000103496
150,R-HSA-70895,ENSG00000103507
151,R-HSA-3214847,ENSG00000103510
152,R-HSA-8866654,ENSG00000103549
153,R-HSA-6798695,ENSG00000104043
154,R-HSA-936837,ENSG00000104043
155,R-HSA-1296052,ENSG00000104783
156,R-HSA-5607761,ENSG00000104856
157,R-HSA-5621575,ENSG00000104856
158,R-HSA-5676590,ENSG00000104856
159,R-HSA-71288,ENSG00000104879
160,R-HSA-6804759,ENSG00000104881
161,R-HSA-112382,ENSG00000104884
162,R-HSA-113418,ENSG00000104884
163,R-HSA-167152,ENSG00000104884
164,R-HSA-167158,ENSG00000104884
165,R-HSA-167160,ENSG00000104884
166,R-HSA-167161,ENSG00000104884
167,R-HSA-167162,ENSG00000104884
168,R-HSA-167200,ENSG00000104884
169,R-HSA-2564830,ENSG00000104884
170,R-HSA-427413,ENSG00000104884
171,R-HSA-5696395,ENSG00000104884
172,R-HSA-5696400,ENSG00000104884
173,R-HSA-674695,ENSG00000104884
174,R-HSA-6781823,ENSG00000104884
175,R-HSA-6782135,ENSG00000104884
176,R-HSA-6782210,ENSG00000104884
177,R-HSA-6796648,ENSG00000104884
178,R-HSA-72086,ENSG00000104884
179,R-HSA-73762,ENSG00000104884
180,R-HSA-73772,ENSG00000104884
181,R-HSA-73776,ENSG00000104884
182,R-HSA-73779,ENSG00000104884
183,R-HSA-73863,ENSG00000104884
184,R-HSA-75953,ENSG00000104884
185,R-HSA-77075,ENSG00000104884
186,R-HSA-5578775,ENSG00000104936
187,R-HSA-167161,ENSG00000106290
188,R-HSA-167162,ENSG00000106290
189,R-HSA-674695,ENSG00000106290
190,R-HSA-6804756,ENSG00000106290
191,R-HSA-6807505,ENSG00000106290
192,R-HSA-73776,ENSG00000106290
193,R-HSA-73779,ENSG00000106290
194,R-HSA-75953,ENSG00000106290
195,R-HSA-6798695,ENSG00000108219
196,R-HSA-977225,ENSG00000108219
197,R-HSA-3238698,ENSG00000108379
198,R-HSA-629587,ENSG00000108556
199,R-HSA-6791226,ENSG00000108592
200,R-HSA-198933,ENSG00000112195
201,R-HSA-9609736,ENSG00000116032
202,R-HSA-977606,ENSG00000117322
203,R-HSA-427413,ENSG00000117877
204,R-HSA-5250924,ENSG00000117877
205,R-HSA-73762,ENSG00000117877
206,R-HSA-73772,ENSG00000117877
207,R-HSA-73863,ENSG00000117877
208,R-HSA-3214847,ENSG00000120071
209,R-HSA-114608,ENSG00000120885
210,R-HSA-166665,ENSG00000120885
211,R-HSA-6803157,ENSG00000120885
212,R-HSA-977606,ENSG00000120885
213,R-HSA-391160,ENSG00000120899
214,R-HSA-4420097,ENSG00000120899
215,R-HSA-9013420,ENSG00000120899
216,R-HSA-9020558,ENSG00000120899
217,R-HSA-629594,ENSG00000120903
218,R-HSA-629597,ENSG00000120903
219,R-HSA-2142670,ENSG00000120915
220,R-HSA-9018682,ENSG00000120915
221,R-HSA-9033241,ENSG00000120915
222,R-HSA-198933,ENSG00000121716
223,R-HSA-75094,ENSG00000124701
224,R-HSA-198933,ENSG00000124731
225,R-HSA-9018519,ENSG00000125740
226,R-HSA-9031628,ENSG00000125740
227,R-HSA-2024096,ENSG00000127415
228,R-HSA-2024101,ENSG00000127415
229,R-HSA-2206302,ENSG00000127415
230,R-HSA-198933,ENSG00000130202
231,R-HSA-420597,ENSG00000130202
232,R-HSA-1251985,ENSG00000130203
233,R-HSA-3000480,ENSG00000130203
234,R-HSA-381426,ENSG00000130203
235,R-HSA-8957275,ENSG00000130203
236,R-HSA-8963888,ENSG00000130203
237,R-HSA-8963901,ENSG00000130203
238,R-HSA-8964026,ENSG00000130203
239,R-HSA-8964058,ENSG00000130203
240,R-HSA-9029569,ENSG00000130203
241,R-HSA-975634,ENSG00000130203
242,R-HSA-977225,ENSG00000130203
243,R-HSA-1268020,ENSG00000130204
244,R-HSA-5205685,ENSG00000130204
245,R-HSA-8866423,ENSG00000130208
246,R-HSA-8964046,ENSG00000130208
247,R-HSA-9029569,ENSG00000130208
248,R-HSA-2514859,ENSG00000136448
249,R-HSA-75108,ENSG00000136448
250,R-HSA-977225,ENSG00000137642
251,R-HSA-1442490,ENSG00000137845
252,R-HSA-2122948,ENSG00000137845
253,R-HSA-2644606,ENSG00000137845
254,R-HSA-2660826,ENSG00000137845
255,R-HSA-2691232,ENSG00000137845
256,R-HSA-2894862,ENSG00000137845
257,R-HSA-2979096,ENSG00000137845
258,R-HSA-381426,ENSG00000137845
259,R-HSA-3928665,ENSG00000137845
260,R-HSA-6798695,ENSG00000137845
261,R-HSA-8957275,ENSG00000137845
262,R-HSA-9013700,ENSG00000137845
263,R-HSA-977225,ENSG00000137845
264,R-HSA-1251985,ENSG00000138613
265,R-HSA-193692,ENSG00000138613
266,R-HSA-205043,ENSG00000138613
267,R-HSA-2122948,ENSG00000138613
268,R-HSA-2644606,ENSG00000138613
269,R-HSA-2894862,ENSG00000138613
270,R-HSA-2979096,ENSG00000138613
271,R-HSA-3928665,ENSG00000138613
272,R-HSA-9013700,ENSG00000138613
273,R-HSA-9017802,ENSG00000138613
274,R-HSA-977225,ENSG00000138613
275,R-HSA-8856825,ENSG00000138760
276,R-HSA-425561,ENSG00000140090
277,R-HSA-5619055,ENSG00000140090
278,R-HSA-2559580,ENSG00000141503
279,R-HSA-114608,ENSG00000142192
280,R-HSA-3000178,ENSG00000142192
281,R-HSA-381426,ENSG00000142192
282,R-HSA-432720,ENSG00000142192
283,R-HSA-444473,ENSG00000142192
284,R-HSA-445989,ENSG00000142192
285,R-HSA-844456,ENSG00000142192
286,R-HSA-879415,ENSG00000142192
287,R-HSA-8862803,ENSG00000142192
288,R-HSA-8957275,ENSG00000142192
289,R-HSA-933542,ENSG00000142192
290,R-HSA-9609523,ENSG00000142192
291,R-HSA-9660826,ENSG00000142192
292,R-HSA-977225,ENSG00000142192
293,R-HSA-191859,ENSG00000142252
294,R-HSA-9754678,ENSG00000142252
295,R-HSA-114508,ENSG00000145214
296,R-HSA-174362,ENSG00000145217
297,R-HSA-427601,ENSG00000145217
298,R-HSA-1236382,ENSG00000146648
299,R-HSA-1250196,ENSG00000146648
300,R-HSA-1251932,ENSG00000146648
301,R-HSA-179812,ENSG00000146648
302,R-HSA-180292,ENSG00000146648
303,R-HSA-180336,ENSG00000146648
304,R-HSA-182971,ENSG00000146648
305,R-HSA-1963640,ENSG00000146648
306,R-HSA-1963642,ENSG00000146648
307,R-HSA-212718,ENSG00000146648
308,R-HSA-2179392,ENSG00000146648
309,R-HSA-2219530,ENSG00000146648
310,R-HSA-445144,ENSG00000146648
311,R-HSA-5637810,ENSG00000146648
312,R-HSA-5638303,ENSG00000146648
313,R-HSA-6785631,ENSG00000146648
314,R-HSA-6811558,ENSG00000146648
315,R-HSA-8847993,ENSG00000146648
316,R-HSA-8856825,ENSG00000146648
317,R-HSA-8857538,ENSG00000146648
318,R-HSA-8863795,ENSG00000146648
319,R-HSA-8866910,ENSG00000146648
320,R-HSA-9609690,ENSG00000146648
321,R-HSA-9634638,ENSG00000146648
322,R-HSA-9664565,ENSG00000146648
323,R-HSA-9665348,ENSG00000146648
324,R-HSA-9665686,ENSG00000146648
325,R-HSA-2892247,ENSG00000146904
326,R-HSA-3928663,ENSG00000146904
327,R-HSA-3928665,ENSG00000146904
328,R-HSA-6798695,ENSG00000149516
329,R-HSA-2730905,ENSG00000149534
330,R-HSA-2871796,ENSG00000149534
331,R-HSA-2871809,ENSG00000149534
332,R-HSA-2871837,ENSG00000149534
333,R-HSA-5693607,ENSG00000149923
334,R-HSA-6803211,ENSG00000149932
335,R-HSA-156581,ENSG00000151224
336,R-HSA-1614635,ENSG00000151224
337,R-HSA-2408508,ENSG00000151224
338,R-HSA-5579024,ENSG00000151224
339,R-HSA-8873719,ENSG00000152932
340,R-HSA-6799198,ENSG00000156170
341,R-HSA-9013148,ENSG00000159314
342,R-HSA-9013149,ENSG00000159314
343,R-HSA-2022377,ENSG00000159640
344,R-HSA-5223345,ENSG00000160862
345,R-HSA-380108,ENSG00000161921
346,R-HSA-112382,ENSG00000163161
347,R-HSA-113418,ENSG00000163161
348,R-HSA-167152,ENSG00000163161
349,R-HSA-167158,ENSG00000163161
350,R-HSA-167160,ENSG00000163161
351,R-HSA-167161,ENSG00000163161
352,R-HSA-167162,ENSG00000163161
353,R-HSA-167200,ENSG00000163161
354,R-HSA-427413,ENSG00000163161
355,R-HSA-5696395,ENSG00000163161
356,R-HSA-5696400,ENSG00000163161
357,R-HSA-674695,ENSG00000163161
358,R-HSA-6781823,ENSG00000163161
359,R-HSA-6782135,ENSG00000163161
360,R-HSA-6782210,ENSG00000163161
361,R-HSA-6796648,ENSG00000163161
362,R-HSA-72086,ENSG00000163161
363,R-HSA-73762,ENSG00000163161
364,R-HSA-73772,ENSG00000163161
365,R-HSA-73776,ENSG00000163161
366,R-HSA-73779,ENSG00000163161
367,R-HSA-73863,ENSG00000163161
368,R-HSA-75953,ENSG00000163161
369,R-HSA-77075,ENSG00000163161
370,R-HSA-6791226,ENSG00000163938
371,R-HSA-3214858,ENSG00000163939
372,R-HSA-8939243,ENSG00000163939
373,R-HSA-1169091,ENSG00000165916
374,R-HSA-1234176,ENSG00000165916
375,R-HSA-1236974,ENSG00000165916
376,R-HSA-1236978,ENSG00000165916
377,R-HSA-174084,ENSG00000165916
378,R-HSA-174113,ENSG00000165916
379,R-HSA-174154,ENSG00000165916
380,R-HSA-174178,ENSG00000165916
381,R-HSA-174184,ENSG00000165916
382,R-HSA-180534,ENSG00000165916
383,R-HSA-180585,ENSG00000165916
384,R-HSA-187577,ENSG00000165916
385,R-HSA-195253,ENSG00000165916
386,R-HSA-202424,ENSG00000165916
387,R-HSA-211733,ENSG00000165916
388,R-HSA-2467813,ENSG00000165916
389,R-HSA-2871837,ENSG00000165916
390,R-HSA-349425,ENSG00000165916
391,R-HSA-350562,ENSG00000165916
392,R-HSA-450408,ENSG00000165916
393,R-HSA-4608870,ENSG00000165916
394,R-HSA-4641257,ENSG00000165916
395,R-HSA-4641258,ENSG00000165916
396,R-HSA-5358346,ENSG00000165916
397,R-HSA-5362768,ENSG00000165916
398,R-HSA-5607761,ENSG00000165916
399,R-HSA-5610780,ENSG00000165916
400,R-HSA-5610783,ENSG00000165916
401,R-HSA-5610785,ENSG00000165916
402,R-HSA-5632684,ENSG00000165916
403,R-HSA-5658442,ENSG00000165916
404,R-HSA-5676590,ENSG00000165916
405,R-HSA-5678895,ENSG00000165916
406,R-HSA-5687128,ENSG00000165916
407,R-HSA-5689603,ENSG00000165916
408,R-HSA-5689880,ENSG00000165916
409,R-HSA-6798695,ENSG00000165916
410,R-HSA-68867,ENSG00000165916
411,R-HSA-68949,ENSG00000165916
412,R-HSA-69017,ENSG00000165916
413,R-HSA-69601,ENSG00000165916
414,R-HSA-75815,ENSG00000165916
415,R-HSA-8852276,ENSG00000165916
416,R-HSA-8854050,ENSG00000165916
417,R-HSA-8939236,ENSG00000165916
418,R-HSA-8939902,ENSG00000165916
419,R-HSA-8941858,ENSG00000165916
420,R-HSA-8948751,ENSG00000165916
421,R-HSA-8951664,ENSG00000165916
422,R-HSA-9010553,ENSG00000165916
423,R-HSA-9604323,ENSG00000165916
424,R-HSA-9762114,ENSG00000165916
425,R-HSA-983168,ENSG00000165916
426,R-HSA-8854214,ENSG00000166128
427,R-HSA-8873719,ENSG00000166128
428,R-HSA-8876198,ENSG00000166128
429,R-HSA-176187,ENSG00000166508
430,R-HSA-176974,ENSG00000166508
431,R-HSA-68867,ENSG00000166508
432,R-HSA-68949,ENSG00000166508
433,R-HSA-68962,ENSG00000166508
434,R-HSA-1660499,ENSG00000168918
435,R-HSA-1855204,ENSG00000168918
436,R-HSA-202424,ENSG00000168918
437,R-HSA-210990,ENSG00000168918
438,R-HSA-912526,ENSG00000168918
439,R-HSA-5689603,ENSG00000169592
440,R-HSA-5696394,ENSG00000169592
441,R-HSA-1296041,ENSG00000172354
442,R-HSA-163359,ENSG00000172354
443,R-HSA-202040,ENSG00000172354
444,R-HSA-381676,ENSG00000172354
445,R-HSA-392170,ENSG00000172354
446,R-HSA-392451,ENSG00000172354
447,R-HSA-392851,ENSG00000172354
448,R-HSA-400042,ENSG00000172354
449,R-HSA-4086398,ENSG00000172354
450,R-HSA-416482,ENSG00000172354
451,R-HSA-418217,ENSG00000172354
452,R-HSA-418592,ENSG00000172354
453,R-HSA-418597,ENSG00000172354
454,R-HSA-420092,ENSG00000172354
455,R-HSA-428930,ENSG00000172354
456,R-HSA-432040,ENSG00000172354
457,R-HSA-456926,ENSG00000172354
458,R-HSA-500657,ENSG00000172354
459,R-HSA-6814122,ENSG00000172354
460,R-HSA-8964315,ENSG00000172354
461,R-HSA-8964616,ENSG00000172354
462,R-HSA-9634597,ENSG00000172354
463,R-HSA-9660821,ENSG00000172354
464,R-HSA-997272,ENSG00000172354
465,R-HSA-8980692,ENSG00000175220
466,R-HSA-9013026,ENSG00000175220
467,R-HSA-9013106,ENSG00000175220
468,R-HSA-9013148,ENSG00000175220
469,R-HSA-9013149,ENSG00000175220
470,R-HSA-9013404,ENSG00000175220
471,R-HSA-9013405,ENSG00000175220
472,R-HSA-9013406,ENSG00000175220
473,R-HSA-9013408,ENSG00000175220
474,R-HSA-9013409,ENSG00000175220
475,R-HSA-9013423,ENSG00000175220
476,R-HSA-9035034,ENSG00000175220
477,R-HSA-9696270,ENSG00000175220
478,R-HSA-445355,ENSG00000177238
479,R-HSA-877300,ENSG00000179344
480,R-HSA-5357905,ENSG00000179526
481,R-HSA-5357956,ENSG00000179526
482,R-HSA-6794361,ENSG00000179526
483,R-HSA-8943724,ENSG00000179632
484,R-HSA-6798695,ENSG00000180448
485,R-HSA-8980692,ENSG00000180448
486,R-HSA-9013148,ENSG00000180448
487,R-HSA-9013149,ENSG00000180448
488,R-HSA-8950505,ENSG00000183336
489,R-HSA-5663220,ENSG00000184922
490,R-HSA-9013148,ENSG00000184922
491,R-HSA-9013149,ENSG00000184922
492,R-HSA-156827,ENSG00000185088
493,R-HSA-156902,ENSG00000185088
494,R-HSA-1799339,ENSG00000185088
495,R-HSA-192823,ENSG00000185088
496,R-HSA-2408557,ENSG00000185088
497,R-HSA-6791226,ENSG00000185088
498,R-HSA-72649,ENSG00000185088
499,R-HSA-72689,ENSG00000185088
500,R-HSA-72695,ENSG00000185088
501,R-HSA-72702,ENSG00000185088
502,R-HSA-72706,ENSG00000185088
503,R-HSA-72764,ENSG00000185088
504,R-HSA-9010553,ENSG00000185088
505,R-HSA-9633012,ENSG00000185088
506,R-HSA-9735869,ENSG00000185088
507,R-HSA-9754678,ENSG00000185088
508,R-HSA-975956,ENSG00000185088
509,R-HSA-975957,ENSG00000185088
510,R-HSA-264870,ENSG00000186868
511,R-HSA-9619483,ENSG00000186868
512,R-HSA-198933,ENSG00000188056
513,R-HSA-166208,ENSG00000188186
514,R-HSA-380972,ENSG00000188186
515,R-HSA-5628897,ENSG00000188186
516,R-HSA-8943724,ENSG00000188186
517,R-HSA-9639288,ENSG00000188186
518,R-HSA-432722,ENSG00000189114
519,R-HSA-202424,ENSG00000196126
520,R-HSA-202427,ENSG00000196126
521,R-HSA-202430,ENSG00000196126
522,R-HSA-202433,ENSG00000196126
523,R-HSA-2132295,ENSG00000196126
524,R-HSA-389948,ENSG00000196126
525,R-HSA-877300,ENSG00000196126
526,R-HSA-6798695,ENSG00000196352
527,R-HSA-6807878,ENSG00000196352
528,R-HSA-977606,ENSG00000196352
529,R-HSA-202424,ENSG00000196735
530,R-HSA-202427,ENSG00000196735
531,R-HSA-202430,ENSG00000196735
532,R-HSA-202433,ENSG00000196735
533,R-HSA-2132295,ENSG00000196735
534,R-HSA-389948,ENSG00000196735
535,R-HSA-877300,ENSG00000196735
536,R-HSA-114604,ENSG00000197943
537,R-HSA-1855204,ENSG00000197943
538,R-HSA-202433,ENSG00000197943
539,R-HSA-2029485,ENSG00000197943
540,R-HSA-2424491,ENSG00000197943
541,R-HSA-2871796,ENSG00000197943
542,R-HSA-2871809,ENSG00000197943
543,R-HSA-5621480,ENSG00000197943
544,R-HSA-9027277,ENSG00000197943
545,R-HSA-9664323,ENSG00000197943
546,R-HSA-9679191,ENSG00000197943
547,R-HSA-983695,ENSG00000197943
548,R-HSA-177504,ENSG00000197959
549,R-HSA-2132295,ENSG00000197959
550,R-HSA-437239,ENSG00000197959
551,R-HSA-373753,ENSG00000198087
552,R-HSA-202424,ENSG00000198502
553,R-HSA-202427,ENSG00000198502
554,R-HSA-202430,ENSG00000198502
555,R-HSA-202433,ENSG00000198502
556,R-HSA-2132295,ENSG00000198502
557,R-HSA-389948,ENSG00000198502
558,R-HSA-877300,ENSG00000198502
559,R-HSA-2672351,ENSG00000198626
560,R-HSA-5578775,ENSG00000198626
561,R-HSA-6798695,ENSG00000203710
562,R-HSA-8877330,ENSG00000203710
563,R-HSA-977606,ENSG00000203710
564,R-HSA-1236974,ENSG00000204267
565,R-HSA-983170,ENSG00000204267
566,R-HSA-202424,ENSG00000204287
567,R-HSA-202427,ENSG00000204287
568,R-HSA-202430,ENSG00000204287
569,R-HSA-202433,ENSG00000204287
570,R-HSA-2132295,ENSG00000204287
571,R-HSA-389948,ENSG00000204287
572,R-HSA-877300,ENSG00000204287
573,R-HSA-8851680,ENSG00000204290
574,R-HSA-1912399,ENSG00000204301
575,R-HSA-1912408,ENSG00000204301
576,R-HSA-1912420,ENSG00000204301
577,R-HSA-350054,ENSG00000204301
578,R-HSA-5083630,ENSG00000204301
579,R-HSA-9013695,ENSG00000204301
580,R-HSA-9013700,ENSG00000204301
581,R-HSA-9604323,ENSG00000204301
582,R-HSA-390471,ENSG00000204351
583,R-HSA-429958,ENSG00000204351
584,R-HSA-9609523,ENSG00000204463
585,R-HSA-1971475,ENSG00000213420
586,R-HSA-2022928,ENSG00000213420
587,R-HSA-2024096,ENSG00000213420
588,R-HSA-3560783,ENSG00000213420
589,R-HSA-3560801,ENSG00000213420
590,R-HSA-3656237,ENSG00000213420
591,R-HSA-3656253,ENSG00000213420
592,R-HSA-4420332,ENSG00000213420
593,R-HSA-9694614,ENSG00000213420
594,R-HSA-975634,ENSG00000213420
595,R-HSA-6799198,ENSG00000213619
596,R-HSA-9013408,ENSG00000213619
597,R-HSA-432720,ENSG00000221838
598,R-HSA-6811440,ENSG00000223501
599,R-HSA-193993,ENSG00000231852
600,R-HSA-194002,ENSG00000231852
601,R-HSA-211976,ENSG00000231852
602,R-HSA-5579021,ENSG00000231852
603,R-HSA-202424,ENSG00000232629
604,R-HSA-202427,ENSG00000232629
605,R-HSA-202430,ENSG00000232629
606,R-HSA-202433,ENSG00000232629
607,R-HSA-2132295,ENSG00000232629
608,R-HSA-389948,ENSG00000232629
609,R-HSA-877300,ENSG00000232629
610,R-HSA-8963888,ENSG00000234906
611,R-HSA-8963889,ENSG00000234906
612,R-HSA-8963901,ENSG00000234906
613,R-HSA-8964058,ENSG00000234906
614,R-HSA-9029569,ENSG00000234906
615,R-HSA-975634,ENSG00000234906
616,R-HSA-202424,ENSG00000237541
617,R-HSA-202427,ENSG00000237541
618,R-HSA-202430,ENSG00000237541
619,R-HSA-202433,ENSG00000237541
620,R-HSA-2132295,ENSG00000237541
621,R-HSA-389948,ENSG00000237541
622,R-HSA-877300,ENSG00000237541
623,R-HSA-2132295,ENSG00000241106
624,R-HSA-163210,ENSG00000241468
625,R-HSA-8949613,ENSG00000241468
626,R-HSA-163210,ENSG00000241837
627,R-HSA-8949613,ENSG00000241837
628,R-HSA-173736,ENSG00000243649
629,R-HSA-174577,ENSG00000243649
630,R-HSA-977606,ENSG00000243649
631,R-HSA-174577,ENSG00000244731
632,R-HSA-381426,ENSG00000244731
633,R-HSA-8957275,ENSG00000244731
634,R-HSA-977606,ENSG00000244731
635,R-HSA-8866423,ENSG00000267467
636,R-HSA-8964046,ENSG00000267467
637,R-HSA-9029569,ENSG00000267467
638,R-HSA-212436,ENSG00000062370
639,R-HSA-8856828,ENSG00000073921
640,R-HSA-2172127,ENSG00000095970
641,R-HSA-167172,ENSG00000099817
642,R-HSA-167246,ENSG00000099817
643,R-HSA-6781827,ENSG00000099817
644,R-HSA-72203,ENSG00000099817
645,R-HSA-75955,ENSG00000099817
646,R-HSA-76042,ENSG00000099817
647,R-HSA-112409,ENSG00000102882
648,R-HSA-198753,ENSG00000102882
649,R-HSA-5654726,ENSG00000102882
650,R-HSA-5654727,ENSG00000102882
651,R-HSA-5654732,ENSG00000102882
652,R-HSA-5654733,ENSG00000102882
653,R-HSA-5673001,ENSG00000102882
654,R-HSA-5675221,ENSG00000102882
655,R-HSA-881907,ENSG00000102882
656,R-HSA-8939211,ENSG00000102882
657,R-HSA-199992,ENSG00000103496
658,R-HSA-167172,ENSG00000104884
659,R-HSA-167246,ENSG00000104884
660,R-HSA-6781827,ENSG00000104884
661,R-HSA-75955,ENSG00000104884
662,R-HSA-76042,ENSG00000104884
663,R-HSA-212436,ENSG00000106261
664,R-HSA-167172,ENSG00000106290
665,R-HSA-76042,ENSG00000106290
666,R-HSA-201681,ENSG00000108379
667,R-HSA-373080,ENSG00000108379
668,R-HSA-373080,ENSG00000120088
669,R-HSA-418555,ENSG00000120088
670,R-HSA-72200,ENSG00000124701
671,R-HSA-202733,ENSG00000124731
672,R-HSA-2172127,ENSG00000124731
673,R-HSA-418990,ENSG00000130202
674,R-HSA-8864260,ENSG00000130203
675,R-HSA-212436,ENSG00000131115
676,R-HSA-162599,ENSG00000136448
677,R-HSA-8856828,ENSG00000136717
678,R-HSA-1474228,ENSG00000137845
679,R-HSA-177929,ENSG00000137845
