,pathway,source
109,R-HSA-9609736,ENSG00000116032
110,R-HSA-427413,ENSG00000117877
111,R-HSA-5250924,ENSG00000117877
112,R-HSA-73762,ENSG00000117877
113,R-HSA-73772,ENSG00000117877
114,R-HSA-73863,ENSG00000117877
115,R-HSA-114608,ENSG00000120885
116,R-HSA-166665,ENSG00000120885
117,R-HSA-6803157,ENSG00000120885
118,R-HSA-977606,ENSG00000120885
119,R-HSA-391160,ENSG00000120899
120,R-HSA-4420097,ENSG00000120899
121,R-HSA-9013420,ENSG00000120899
122,R-HSA-9020558,ENSG00000120899
123,R-HSA-629594,ENSG00000120903
124,R-HSA-629597,ENSG00000120903
125,R-HSA-2142670,ENSG00000120915
126,R-HSA-9018682,ENSG00000120915
127,R-HSA-9033241,ENSG00000120915
128,R-HSA-198933,ENSG00000121716
129,R-HSA-75094,ENSG00000124701
130,R-HSA-9018519,ENSG00000125740
131,R-HSA-9031628,ENSG00000125740
132,R-HSA-198933,ENSG00000130202
133,R-HSA-420597,ENSG00000130202
134,R-HSA-1251985,ENSG00000130203
135,R-HSA-3000480,ENSG00000130203
136,R-HSA-381426,ENSG00000130203
137,R-HSA-8864260,ENSG00000130203
138,R-HSA-8957275,ENSG00000130203
139,R-HSA-8963888,ENSG00000130203
140,R-HSA-8963901,ENSG00000130203
141,R-HSA-8964026,ENSG00000130203
142,R-HSA-8964058,ENSG00000130203
143,R-HSA-9029569,ENSG00000130203
144,R-HSA-975634,ENSG00000130203
145,R-HSA-977225,ENSG00000130203
146,R-HSA-1268020,ENSG00000130204
147,R-HSA-5205685,ENSG00000130204
148,R-HSA-8866423,ENSG00000130208
149,R-HSA-8964046,ENSG00000130208
150,R-HSA-9029569,ENSG00000130208
151,R-HSA-977225,ENSG00000137642
152,R-HSA-1251985,ENSG00000138613
153,R-HSA-193692,ENSG00000138613
154,R-HSA-205043,ENSG00000138613
155,R-HSA-2122948,ENSG00000138613
156,R-HSA-2644606,ENSG00000138613
157,R-HSA-2894862,ENSG00000138613
158,R-HSA-2979096,ENSG00000138613
159,R-HSA-3928665,ENSG00000138613
160,R-HSA-9013700,ENSG00000138613
161,R-HSA-9017802,ENSG00000138613
162,R-HSA-977225,ENSG00000138613
163,R-HSA-8856825,ENSG00000138760
164,R-HSA-425561,ENSG00000140090
165,R-HSA-5619055,ENSG00000140090
166,R-HSA-191859,ENSG00000142252
167,R-HSA-9754678,ENSG00000142252
168,R-HSA-6798695,ENSG00000149516
169,R-HSA-2730905,ENSG00000149534
170,R-HSA-2871796,ENSG00000149534
171,R-HSA-2871809,ENSG00000149534
172,R-HSA-2871837,ENSG00000149534
173,R-HSA-8873719,ENSG00000152932
174,R-HSA-2022377,ENSG00000159640
175,R-HSA-5223345,ENSG00000160862
176,R-HSA-112382,ENSG00000163161
177,R-HSA-113418,ENSG00000163161
178,R-HSA-167152,ENSG00000163161
179,R-HSA-167158,ENSG00000163161
180,R-HSA-167160,ENSG00000163161
181,R-HSA-167161,ENSG00000163161
182,R-HSA-167162,ENSG00000163161
183,R-HSA-167200,ENSG00000163161
184,R-HSA-427413,ENSG00000163161
185,R-HSA-5696395,ENSG00000163161
186,R-HSA-5696400,ENSG00000163161
187,R-HSA-674695,ENSG00000163161
188,R-HSA-6781823,ENSG00000163161
189,R-HSA-6782135,ENSG00000163161
190,R-HSA-6782210,ENSG00000163161
191,R-HSA-6796648,ENSG00000163161
192,R-HSA-72086,ENSG00000163161
193,R-HSA-73762,ENSG00000163161
194,R-HSA-73772,ENSG00000163161
195,R-HSA-73776,ENSG00000163161
196,R-HSA-73779,ENSG00000163161
197,R-HSA-73863,ENSG00000163161
198,R-HSA-75953,ENSG00000163161
199,R-HSA-77075,ENSG00000163161
200,R-HSA-1660499,ENSG00000168918
201,R-HSA-1855204,ENSG00000168918
202,R-HSA-202424,ENSG00000168918
203,R-HSA-210990,ENSG00000168918
204,R-HSA-912526,ENSG00000168918
205,R-HSA-5689603,ENSG00000169592
206,R-HSA-5696394,ENSG00000169592
207,R-HSA-1296041,ENSG00000172354
208,R-HSA-163359,ENSG00000172354
209,R-HSA-202040,ENSG00000172354
210,R-HSA-381676,ENSG00000172354
211,R-HSA-392170,ENSG00000172354
212,R-HSA-392451,ENSG00000172354
213,R-HSA-392851,ENSG00000172354
214,R-HSA-400042,ENSG00000172354
215,R-HSA-4086398,ENSG00000172354
216,R-HSA-416476,ENSG00000172354
217,R-HSA-416482,ENSG00000172354
218,R-HSA-418217,ENSG00000172354
219,R-HSA-418592,ENSG00000172354
220,R-HSA-418597,ENSG00000172354
221,R-HSA-420092,ENSG00000172354
222,R-HSA-428930,ENSG00000172354
223,R-HSA-432040,ENSG00000172354
224,R-HSA-456926,ENSG00000172354
225,R-HSA-500657,ENSG00000172354
226,R-HSA-6814122,ENSG00000172354
227,R-HSA-8964315,ENSG00000172354
228,R-HSA-8964616,ENSG00000172354
229,R-HSA-9009391,ENSG00000172354
230,R-HSA-9634597,ENSG00000172354
231,R-HSA-9660821,ENSG00000172354
232,R-HSA-997272,ENSG00000172354
233,R-HSA-877300,ENSG00000179344
234,R-HSA-5357905,ENSG00000179526
235,R-HSA-5357956,ENSG00000179526
236,R-HSA-6794361,ENSG00000179526
237,R-HSA-8943724,ENSG00000179632
238,R-HSA-6798695,ENSG00000180448
239,R-HSA-8980692,ENSG00000180448
240,R-HSA-9013148,ENSG00000180448
241,R-HSA-9013149,ENSG00000180448
242,R-HSA-156827,ENSG00000185088
243,R-HSA-156902,ENSG00000185088
244,R-HSA-1799339,ENSG00000185088
245,R-HSA-192823,ENSG00000185088
246,R-HSA-2408557,ENSG00000185088
247,R-HSA-6791226,ENSG00000185088
248,R-HSA-72649,ENSG00000185088
249,R-HSA-72689,ENSG00000185088
250,R-HSA-72695,ENSG00000185088
251,R-HSA-72702,ENSG00000185088
252,R-HSA-72706,ENSG00000185088
253,R-HSA-72764,ENSG00000185088
254,R-HSA-9010553,ENSG00000185088
255,R-HSA-9633012,ENSG00000185088
256,R-HSA-9735869,ENSG00000185088
257,R-HSA-9754678,ENSG00000185088
258,R-HSA-975956,ENSG00000185088
259,R-HSA-975957,ENSG00000185088
260,R-HSA-166208,ENSG00000188186
261,R-HSA-380972,ENSG00000188186
262,R-HSA-5628897,ENSG00000188186
263,R-HSA-8943724,ENSG00000188186
264,R-HSA-9639288,ENSG00000188186
265,R-HSA-432722,ENSG00000189114
266,R-HSA-202424,ENSG00000196126
267,R-HSA-202427,ENSG00000196126
268,R-HSA-202430,ENSG00000196126
269,R-HSA-202433,ENSG00000196126
270,R-HSA-2132295,ENSG00000196126
271,R-HSA-389948,ENSG00000196126
272,R-HSA-877300,ENSG00000196126
273,R-HSA-202424,ENSG00000196735
274,R-HSA-202427,ENSG00000196735
275,R-HSA-202430,ENSG00000196735
276,R-HSA-202433,ENSG00000196735
277,R-HSA-2132295,ENSG00000196735
278,R-HSA-389948,ENSG00000196735
279,R-HSA-877300,ENSG00000196735
280,R-HSA-166016,ENSG00000197959
281,R-HSA-177504,ENSG00000197959
282,R-HSA-2132295,ENSG00000197959
283,R-HSA-437239,ENSG00000197959
284,R-HSA-373753,ENSG00000198087
285,R-HSA-202424,ENSG00000198502
286,R-HSA-202427,ENSG00000198502
287,R-HSA-202430,ENSG00000198502
288,R-HSA-202433,ENSG00000198502
289,R-HSA-2132295,ENSG00000198502
290,R-HSA-389948,ENSG00000198502
291,R-HSA-877300,ENSG00000198502
292,R-HSA-2672351,ENSG00000198626
293,R-HSA-5578775,ENSG00000198626
294,R-HSA-6798695,ENSG00000203710
295,R-HSA-8877330,ENSG00000203710
296,R-HSA-977606,ENSG00000203710
297,R-HSA-8851680,ENSG00000204290
298,R-HSA-1971475,ENSG00000213420
299,R-HSA-2022928,ENSG00000213420
300,R-HSA-2024096,ENSG00000213420
301,R-HSA-3560783,ENSG00000213420
302,R-HSA-3560801,ENSG00000213420
303,R-HSA-3656237,ENSG00000213420
304,R-HSA-3656253,ENSG00000213420
305,R-HSA-4420332,ENSG00000213420
306,R-HSA-9694614,ENSG00000213420
307,R-HSA-975634,ENSG00000213420
308,R-HSA-432720,ENSG00000221838
309,R-HSA-202424,ENSG00000232629
310,R-HSA-202427,ENSG00000232629
311,R-HSA-202430,ENSG00000232629
312,R-HSA-202433,ENSG00000232629
313,R-HSA-2132295,ENSG00000232629
314,R-HSA-389948,ENSG00000232629
315,R-HSA-877300,ENSG00000232629
316,R-HSA-8963888,ENSG00000234906
317,R-HSA-8963889,ENSG00000234906
318,R-HSA-8963901,ENSG00000234906
319,R-HSA-8964058,ENSG00000234906
320,R-HSA-9029569,ENSG00000234906
321,R-HSA-975634,ENSG00000234906
322,R-HSA-202424,ENSG00000237541
323,R-HSA-202427,ENSG00000237541
324,R-HSA-202430,ENSG00000237541
325,R-HSA-202433,ENSG00000237541
326,R-HSA-2132295,ENSG00000237541
327,R-HSA-389948,ENSG00000237541
328,R-HSA-877300,ENSG00000237541
329,R-HSA-2132295,ENSG00000241106
330,R-HSA-163210,ENSG00000241468
331,R-HSA-8949613,ENSG00000241468
332,R-HSA-163210,ENSG00000241837
333,R-HSA-8949613,ENSG00000241837
334,R-HSA-173736,ENSG00000243649
335,R-HSA-174577,ENSG00000243649
336,R-HSA-977606,ENSG00000243649
337,R-HSA-8866423,ENSG00000267467
338,R-HSA-8964046,ENSG00000267467
339,R-HSA-9029569,ENSG00000267467
340,R-HSA-212436,ENSG00000062370
341,R-HSA-8856828,ENSG00000073921
342,R-HSA-2172127,ENSG00000095970
343,R-HSA-167172,ENSG00000099817
344,R-HSA-167246,ENSG00000099817
345,R-HSA-6781827,ENSG00000099817
346,R-HSA-72203,ENSG00000099817
347,R-HSA-75955,ENSG00000099817
348,R-HSA-76042,ENSG00000099817
349,R-HSA-167172,ENSG00000104884
350,R-HSA-167246,ENSG00000104884
351,R-HSA-6781827,ENSG00000104884
352,R-HSA-75955,ENSG00000104884
353,R-HSA-76042,ENSG00000104884
354,R-HSA-212436,ENSG00000106261
355,R-HSA-72200,ENSG00000124701
356,R-HSA-418990,ENSG00000130202
357,R-HSA-8856828,ENSG00000136717
358,R-HSA-9013507,ENSG00000138613
359,R-HSA-8856828,ENSG00000138760
360,R-HSA-2454202,ENSG00000149534
361,R-HSA-167172,ENSG00000163161
362,R-HSA-167246,ENSG00000163161
363,R-HSA-6781827,ENSG00000163161
364,R-HSA-75955,ENSG00000163161
365,R-HSA-76042,ENSG00000163161
366,R-HSA-418555,ENSG00000172354
367,R-HSA-418594,ENSG00000172354
368,R-HSA-212436,ENSG00000181135
369,R-HSA-1632852,ENSG00000188186
370,R-HSA-165159,ENSG00000188186
371,R-HSA-8856828,ENSG00000197959
372,R-HSA-212436,ENSG00000267508
