,pathway,source
108,R-HSA-167160,ENSG00000099817
109,R-HSA-167161,ENSG00000099817
110,R-HSA-167162,ENSG00000099817
111,R-HSA-167200,ENSG00000099817
112,R-HSA-167238,ENSG00000099817
113,R-HSA-167242,ENSG00000099817
114,R-HSA-167243,ENSG00000099817
115,R-HSA-167287,ENSG00000099817
116,R-HSA-167290,ENSG00000099817
117,R-HSA-168325,ENSG00000099817
118,R-HSA-1834949,ENSG00000099817
119,R-HSA-203927,ENSG00000099817
120,R-HSA-427413,ENSG00000099817
121,R-HSA-5250924,ENSG00000099817
122,R-HSA-5578749,ENSG00000099817
123,R-HSA-5601884,ENSG00000099817
124,R-HSA-5617472,ENSG00000099817
125,R-HSA-674695,ENSG00000099817
126,R-HSA-6781823,ENSG00000099817
127,R-HSA-6782135,ENSG00000099817
128,R-HSA-6782210,ENSG00000099817
129,R-HSA-6796648,ENSG00000099817
130,R-HSA-6803529,ENSG00000099817
131,R-HSA-6807505,ENSG00000099817
132,R-HSA-72086,ENSG00000099817
133,R-HSA-72163,ENSG00000099817
134,R-HSA-72165,ENSG00000099817
135,R-HSA-73762,ENSG00000099817
136,R-HSA-73772,ENSG00000099817
137,R-HSA-73776,ENSG00000099817
138,R-HSA-73779,ENSG00000099817
139,R-HSA-73780,ENSG00000099817
140,R-HSA-73863,ENSG00000099817
141,R-HSA-73980,ENSG00000099817
142,R-HSA-749476,ENSG00000099817
143,R-HSA-75953,ENSG00000099817
144,R-HSA-76061,ENSG00000099817
145,R-HSA-76066,ENSG00000099817
146,R-HSA-76071,ENSG00000099817
147,R-HSA-77075,ENSG00000099817
148,R-HSA-8851708,ENSG00000099817
149,R-HSA-9018519,ENSG00000099817
150,R-HSA-9670095,ENSG00000099817
151,R-HSA-8876198,ENSG00000100599
152,R-HSA-110056,ENSG00000102882
153,R-HSA-1169408,ENSG00000102882
154,R-HSA-1181150,ENSG00000102882
155,R-HSA-1295596,ENSG00000102882
156,R-HSA-1502540,ENSG00000102882
157,R-HSA-162658,ENSG00000102882
158,R-HSA-170968,ENSG00000102882
159,R-HSA-202670,ENSG00000102882
160,R-HSA-2029482,ENSG00000102882
161,R-HSA-2173795,ENSG00000102882
162,R-HSA-2173796,ENSG00000102882
163,R-HSA-2559580,ENSG00000102882
164,R-HSA-2559582,ENSG00000102882
165,R-HSA-2559585,ENSG00000102882
166,R-HSA-2871796,ENSG00000102882
167,R-HSA-3371453,ENSG00000102882
168,R-HSA-375165,ENSG00000102882
169,R-HSA-444257,ENSG00000102882
170,R-HSA-445144,ENSG00000102882
171,R-HSA-450341,ENSG00000102882
172,R-HSA-456926,ENSG00000102882
173,R-HSA-5663213,ENSG00000102882
174,R-HSA-5668599,ENSG00000102882
175,R-HSA-5674135,ENSG00000102882
176,R-HSA-5674499,ENSG00000102882
177,R-HSA-6802946,ENSG00000102882
178,R-HSA-6802948,ENSG00000102882
179,R-HSA-6802952,ENSG00000102882
180,R-HSA-6802955,ENSG00000102882
181,R-HSA-6811558,ENSG00000102882
182,R-HSA-73728,ENSG00000102882
183,R-HSA-74749,ENSG00000102882
184,R-HSA-879415,ENSG00000102882
185,R-HSA-8940973,ENSG00000102882
186,R-HSA-8943724,ENSG00000102882
187,R-HSA-9627069,ENSG00000102882
188,R-HSA-9634638,ENSG00000102882
189,R-HSA-9635465,ENSG00000102882
190,R-HSA-9649948,ENSG00000102882
191,R-HSA-9652169,ENSG00000102882
192,R-HSA-9656223,ENSG00000102882
193,R-HSA-9664422,ENSG00000102882
194,R-HSA-9725371,ENSG00000102882
195,R-HSA-9768919,ENSG00000102882
196,R-HSA-982772,ENSG00000102882
197,R-HSA-6814848,ENSG00000102886
198,R-HSA-114516,ENSG00000103496
199,R-HSA-1236974,ENSG00000103496
200,R-HSA-1445148,ENSG00000103496
201,R-HSA-449836,ENSG00000103496
202,R-HSA-70895,ENSG00000103507
203,R-HSA-3214847,ENSG00000103510
204,R-HSA-8866654,ENSG00000103549
205,R-HSA-6798695,ENSG00000104043
206,R-HSA-936837,ENSG00000104043
207,R-HSA-1296052,ENSG00000104783
208,R-HSA-5607761,ENSG00000104856
209,R-HSA-5621575,ENSG00000104856
210,R-HSA-5676590,ENSG00000104856
211,R-HSA-71288,ENSG00000104879
212,R-HSA-6804759,ENSG00000104881
213,R-HSA-112382,ENSG00000104884
214,R-HSA-113418,ENSG00000104884
215,R-HSA-167152,ENSG00000104884
216,R-HSA-167158,ENSG00000104884
217,R-HSA-167160,ENSG00000104884
218,R-HSA-167161,ENSG00000104884
219,R-HSA-167162,ENSG00000104884
220,R-HSA-167200,ENSG00000104884
221,R-HSA-2564830,ENSG00000104884
222,R-HSA-427413,ENSG00000104884
223,R-HSA-5696395,ENSG00000104884
224,R-HSA-5696400,ENSG00000104884
225,R-HSA-674695,ENSG00000104884
226,R-HSA-6781823,ENSG00000104884
227,R-HSA-6782135,ENSG00000104884
228,R-HSA-6782210,ENSG00000104884
229,R-HSA-6796648,ENSG00000104884
230,R-HSA-72086,ENSG00000104884
231,R-HSA-73762,ENSG00000104884
232,R-HSA-73772,ENSG00000104884
233,R-HSA-73776,ENSG00000104884
234,R-HSA-73779,ENSG00000104884
235,R-HSA-73863,ENSG00000104884
236,R-HSA-75953,ENSG00000104884
237,R-HSA-77075,ENSG00000104884
238,R-HSA-5578775,ENSG00000104936
239,R-HSA-167161,ENSG00000106290
240,R-HSA-167162,ENSG00000106290
241,R-HSA-674695,ENSG00000106290
242,R-HSA-6804756,ENSG00000106290
243,R-HSA-6807505,ENSG00000106290
244,R-HSA-73776,ENSG00000106290
245,R-HSA-73779,ENSG00000106290
246,R-HSA-75953,ENSG00000106290
247,R-HSA-6798695,ENSG00000108219
248,R-HSA-977225,ENSG00000108219
249,R-HSA-4641263,ENSG00000108375
250,R-HSA-5340588,ENSG00000108375
251,R-HSA-3238698,ENSG00000108379
252,R-HSA-629587,ENSG00000108556
253,R-HSA-6791226,ENSG00000108592
254,R-HSA-5357905,ENSG00000110514
255,R-HSA-8876198,ENSG00000110514
256,R-HSA-198933,ENSG00000112195
257,R-HSA-9609736,ENSG00000116032
258,R-HSA-977606,ENSG00000117322
259,R-HSA-427413,ENSG00000117877
260,R-HSA-5250924,ENSG00000117877
261,R-HSA-73762,ENSG00000117877
262,R-HSA-73772,ENSG00000117877
263,R-HSA-73863,ENSG00000117877
264,R-HSA-3214847,ENSG00000120071
265,R-HSA-5617472,ENSG00000120094
266,R-HSA-114608,ENSG00000120885
267,R-HSA-166665,ENSG00000120885
268,R-HSA-6803157,ENSG00000120885
269,R-HSA-977606,ENSG00000120885
270,R-HSA-391160,ENSG00000120899
271,R-HSA-4420097,ENSG00000120899
272,R-HSA-9013420,ENSG00000120899
273,R-HSA-9020558,ENSG00000120899
274,R-HSA-629594,ENSG00000120903
275,R-HSA-629597,ENSG00000120903
276,R-HSA-2142670,ENSG00000120915
277,R-HSA-9018682,ENSG00000120915
278,R-HSA-9033241,ENSG00000120915
279,R-HSA-198933,ENSG00000121716
280,R-HSA-75094,ENSG00000124701
281,R-HSA-198933,ENSG00000124731
282,R-HSA-9018519,ENSG00000125740
283,R-HSA-9031628,ENSG00000125740
284,R-HSA-2024096,ENSG00000127415
285,R-HSA-2024101,ENSG00000127415
286,R-HSA-2206302,ENSG00000127415
287,R-HSA-198933,ENSG00000130202
288,R-HSA-420597,ENSG00000130202
289,R-HSA-1251985,ENSG00000130203
290,R-HSA-3000480,ENSG00000130203
291,R-HSA-381426,ENSG00000130203
292,R-HSA-8957275,ENSG00000130203
293,R-HSA-8963888,ENSG00000130203
294,R-HSA-8963901,ENSG00000130203
295,R-HSA-8964026,ENSG00000130203
296,R-HSA-8964058,ENSG00000130203
297,R-HSA-9029569,ENSG00000130203
298,R-HSA-975634,ENSG00000130203
299,R-HSA-977225,ENSG00000130203
300,R-HSA-1268020,ENSG00000130204
301,R-HSA-5205685,ENSG00000130204
302,R-HSA-8866423,ENSG00000130208
303,R-HSA-8964046,ENSG00000130208
304,R-HSA-9029569,ENSG00000130208
305,R-HSA-936837,ENSG00000130270
306,R-HSA-390522,ENSG00000134571
307,R-HSA-5689880,ENSG00000134574
308,R-HSA-5696394,ENSG00000134574
309,R-HSA-5696395,ENSG00000134574
310,R-HSA-5696400,ENSG00000134574
311,R-HSA-6796648,ENSG00000134574
312,R-HSA-8951664,ENSG00000134574
313,R-HSA-2514859,ENSG00000136448
314,R-HSA-75108,ENSG00000136448
315,R-HSA-977225,ENSG00000137642
316,R-HSA-1442490,ENSG00000137845
317,R-HSA-2122948,ENSG00000137845
318,R-HSA-2644606,ENSG00000137845
319,R-HSA-2660826,ENSG00000137845
320,R-HSA-2691232,ENSG00000137845
321,R-HSA-2894862,ENSG00000137845
322,R-HSA-2979096,ENSG00000137845
323,R-HSA-381426,ENSG00000137845
324,R-HSA-3928665,ENSG00000137845
325,R-HSA-6798695,ENSG00000137845
326,R-HSA-8957275,ENSG00000137845
327,R-HSA-9013700,ENSG00000137845
328,R-HSA-977225,ENSG00000137845
329,R-HSA-1251985,ENSG00000138613
330,R-HSA-193692,ENSG00000138613
331,R-HSA-205043,ENSG00000138613
332,R-HSA-2122948,ENSG00000138613
333,R-HSA-2644606,ENSG00000138613
334,R-HSA-2894862,ENSG00000138613
335,R-HSA-2979096,ENSG00000138613
336,R-HSA-3928665,ENSG00000138613
337,R-HSA-9013700,ENSG00000138613
338,R-HSA-9017802,ENSG00000138613
339,R-HSA-977225,ENSG00000138613
340,R-HSA-8856825,ENSG00000138760
341,R-HSA-425561,ENSG00000140090
342,R-HSA-5619055,ENSG00000140090
343,R-HSA-2559580,ENSG00000141503
344,R-HSA-114608,ENSG00000142192
345,R-HSA-3000178,ENSG00000142192
346,R-HSA-381426,ENSG00000142192
347,R-HSA-432720,ENSG00000142192
348,R-HSA-444473,ENSG00000142192
349,R-HSA-445989,ENSG00000142192
350,R-HSA-844456,ENSG00000142192
351,R-HSA-879415,ENSG00000142192
352,R-HSA-8862803,ENSG00000142192
353,R-HSA-8957275,ENSG00000142192
354,R-HSA-933542,ENSG00000142192
355,R-HSA-9609523,ENSG00000142192
356,R-HSA-9660826,ENSG00000142192
357,R-HSA-977225,ENSG00000142192
358,R-HSA-191859,ENSG00000142252
359,R-HSA-9754678,ENSG00000142252
360,R-HSA-189451,ENSG00000143224
361,R-HSA-114508,ENSG00000145214
362,R-HSA-174362,ENSG00000145217
363,R-HSA-427601,ENSG00000145217
364,R-HSA-1236382,ENSG00000146648
365,R-HSA-1250196,ENSG00000146648
366,R-HSA-1251932,ENSG00000146648
367,R-HSA-179812,ENSG00000146648
368,R-HSA-180292,ENSG00000146648
369,R-HSA-180336,ENSG00000146648
370,R-HSA-182971,ENSG00000146648
371,R-HSA-1963640,ENSG00000146648
372,R-HSA-1963642,ENSG00000146648
373,R-HSA-212718,ENSG00000146648
374,R-HSA-2179392,ENSG00000146648
375,R-HSA-2219530,ENSG00000146648
376,R-HSA-445144,ENSG00000146648
377,R-HSA-5637810,ENSG00000146648
378,R-HSA-5638303,ENSG00000146648
379,R-HSA-6785631,ENSG00000146648
380,R-HSA-6811558,ENSG00000146648
381,R-HSA-8847993,ENSG00000146648
382,R-HSA-8856825,ENSG00000146648
383,R-HSA-8857538,ENSG00000146648
384,R-HSA-8863795,ENSG00000146648
385,R-HSA-8866910,ENSG00000146648
386,R-HSA-9609690,ENSG00000146648
387,R-HSA-9634638,ENSG00000146648
388,R-HSA-9664565,ENSG00000146648
389,R-HSA-9665348,ENSG00000146648
390,R-HSA-9665686,ENSG00000146648
391,R-HSA-2892247,ENSG00000146904
392,R-HSA-3928663,ENSG00000146904
393,R-HSA-3928665,ENSG00000146904
394,R-HSA-6811440,ENSG00000148429
395,R-HSA-6798695,ENSG00000149516
396,R-HSA-2730905,ENSG00000149534
397,R-HSA-2871796,ENSG00000149534
398,R-HSA-2871809,ENSG00000149534
399,R-HSA-2871837,ENSG00000149534
400,R-HSA-5693607,ENSG00000149923
401,R-HSA-114608,ENSG00000149925
402,R-HSA-6798695,ENSG00000149925
403,R-HSA-70263,ENSG00000149925
404,R-HSA-6803211,ENSG00000149932
405,R-HSA-445095,ENSG00000151150
406,R-HSA-6807878,ENSG00000151150
407,R-HSA-156581,ENSG00000151224
408,R-HSA-1614635,ENSG00000151224
409,R-HSA-2408508,ENSG00000151224
410,R-HSA-5579024,ENSG00000151224
411,R-HSA-8873719,ENSG00000152932
412,R-HSA-6799198,ENSG00000156170
413,R-HSA-2022854,ENSG00000158850
414,R-HSA-975577,ENSG00000158850
415,R-HSA-5083635,ENSG00000158859
416,R-HSA-5173214,ENSG00000158859
417,R-HSA-6799198,ENSG00000158864
418,R-HSA-114604,ENSG00000158869
419,R-HSA-2730905,ENSG00000158869
420,R-HSA-2871796,ENSG00000158869
421,R-HSA-2871809,ENSG00000158869
422,R-HSA-2871837,ENSG00000158869
423,R-HSA-5621480,ENSG00000158869
424,R-HSA-6798695,ENSG00000158869
425,R-HSA-75892,ENSG00000158869
426,R-HSA-9013148,ENSG00000159314
427,R-HSA-9013149,ENSG00000159314
428,R-HSA-2022377,ENSG00000159640
429,R-HSA-5223345,ENSG00000160862
430,R-HSA-380108,ENSG00000161921
431,R-HSA-112382,ENSG00000163161
432,R-HSA-113418,ENSG00000163161
433,R-HSA-167152,ENSG00000163161
434,R-HSA-167158,ENSG00000163161
435,R-HSA-167160,ENSG00000163161
436,R-HSA-167161,ENSG00000163161
437,R-HSA-167162,ENSG00000163161
438,R-HSA-167200,ENSG00000163161
439,R-HSA-427413,ENSG00000163161
440,R-HSA-5696395,ENSG00000163161
441,R-HSA-5696400,ENSG00000163161
442,R-HSA-674695,ENSG00000163161
443,R-HSA-6781823,ENSG00000163161
444,R-HSA-6782135,ENSG00000163161
445,R-HSA-6782210,ENSG00000163161
446,R-HSA-6796648,ENSG00000163161
447,R-HSA-72086,ENSG00000163161
448,R-HSA-73762,ENSG00000163161
449,R-HSA-73772,ENSG00000163161
450,R-HSA-73776,ENSG00000163161
451,R-HSA-73779,ENSG00000163161
452,R-HSA-73863,ENSG00000163161
453,R-HSA-75953,ENSG00000163161
454,R-HSA-77075,ENSG00000163161
455,R-HSA-6791226,ENSG00000163938
456,R-HSA-3214858,ENSG00000163939
457,R-HSA-8939243,ENSG00000163939
458,R-HSA-1442490,ENSG00000164733
459,R-HSA-1679131,ENSG00000164733
460,R-HSA-2022090,ENSG00000164733
461,R-HSA-2132295,ENSG00000164733
462,R-HSA-6798695,ENSG00000164733
463,R-HSA-6803204,ENSG00000164938
464,R-HSA-6804756,ENSG00000164938
465,R-HSA-1989781,ENSG00000165029
466,R-HSA-5682113,ENSG00000165029
467,R-HSA-8963896,ENSG00000165029
468,R-HSA-9029569,ENSG00000165029
469,R-HSA-1169091,ENSG00000165916
470,R-HSA-1234176,ENSG00000165916
471,R-HSA-1236974,ENSG00000165916
472,R-HSA-1236978,ENSG00000165916
473,R-HSA-174084,ENSG00000165916
474,R-HSA-174113,ENSG00000165916
475,R-HSA-174154,ENSG00000165916
476,R-HSA-174178,ENSG00000165916
477,R-HSA-174184,ENSG00000165916
478,R-HSA-180534,ENSG00000165916
479,R-HSA-180585,ENSG00000165916
480,R-HSA-187577,ENSG00000165916
481,R-HSA-195253,ENSG00000165916
482,R-HSA-202424,ENSG00000165916
483,R-HSA-211733,ENSG00000165916
484,R-HSA-2467813,ENSG00000165916
485,R-HSA-2871837,ENSG00000165916
486,R-HSA-349425,ENSG00000165916
487,R-HSA-350562,ENSG00000165916
488,R-HSA-450408,ENSG00000165916
489,R-HSA-4608870,ENSG00000165916
490,R-HSA-4641257,ENSG00000165916
491,R-HSA-4641258,ENSG00000165916
492,R-HSA-5358346,ENSG00000165916
493,R-HSA-5362768,ENSG00000165916
494,R-HSA-5607761,ENSG00000165916
495,R-HSA-5610780,ENSG00000165916
496,R-HSA-5610783,ENSG00000165916
497,R-HSA-5610785,ENSG00000165916
498,R-HSA-5632684,ENSG00000165916
499,R-HSA-5658442,ENSG00000165916
500,R-HSA-5676590,ENSG00000165916
501,R-HSA-5678895,ENSG00000165916
502,R-HSA-5687128,ENSG00000165916
503,R-HSA-5689603,ENSG00000165916
504,R-HSA-5689880,ENSG00000165916
505,R-HSA-6798695,ENSG00000165916
506,R-HSA-68867,ENSG00000165916
507,R-HSA-68949,ENSG00000165916
508,R-HSA-69017,ENSG00000165916
509,R-HSA-69601,ENSG00000165916
510,R-HSA-75815,ENSG00000165916
511,R-HSA-8852276,ENSG00000165916
512,R-HSA-8854050,ENSG00000165916
513,R-HSA-8939236,ENSG00000165916
514,R-HSA-8939902,ENSG00000165916
515,R-HSA-8941858,ENSG00000165916
516,R-HSA-8948751,ENSG00000165916
517,R-HSA-8951664,ENSG00000165916
518,R-HSA-9010553,ENSG00000165916
519,R-HSA-9604323,ENSG00000165916
520,R-HSA-9762114,ENSG00000165916
521,R-HSA-983168,ENSG00000165916
522,R-HSA-8955332,ENSG00000165923
523,R-HSA-8854214,ENSG00000166128
524,R-HSA-8873719,ENSG00000166128
525,R-HSA-8876198,ENSG00000166128
526,R-HSA-176187,ENSG00000166508
527,R-HSA-176974,ENSG00000166508
528,R-HSA-68867,ENSG00000166508
529,R-HSA-68949,ENSG00000166508
530,R-HSA-68962,ENSG00000166508
531,R-HSA-6806664,ENSG00000167397
532,R-HSA-1660499,ENSG00000168918
533,R-HSA-1855204,ENSG00000168918
534,R-HSA-202424,ENSG00000168918
535,R-HSA-210990,ENSG00000168918
536,R-HSA-912526,ENSG00000168918
537,R-HSA-5689603,ENSG00000169592
538,R-HSA-5696394,ENSG00000169592
539,R-HSA-1170546,ENSG00000172179
540,R-HSA-977225,ENSG00000172179
541,R-HSA-982772,ENSG00000172179
542,R-HSA-1296041,ENSG00000172354
543,R-HSA-163359,ENSG00000172354
544,R-HSA-202040,ENSG00000172354
545,R-HSA-381676,ENSG00000172354
546,R-HSA-392170,ENSG00000172354
547,R-HSA-392451,ENSG00000172354
548,R-HSA-392851,ENSG00000172354
549,R-HSA-400042,ENSG00000172354
550,R-HSA-4086398,ENSG00000172354
551,R-HSA-416482,ENSG00000172354
552,R-HSA-418217,ENSG00000172354
553,R-HSA-418592,ENSG00000172354
554,R-HSA-418597,ENSG00000172354
555,R-HSA-420092,ENSG00000172354
556,R-HSA-428930,ENSG00000172354
557,R-HSA-432040,ENSG00000172354
558,R-HSA-456926,ENSG00000172354
559,R-HSA-500657,ENSG00000172354
560,R-HSA-6814122,ENSG00000172354
561,R-HSA-8964315,ENSG00000172354
562,R-HSA-8964616,ENSG00000172354
563,R-HSA-9634597,ENSG00000172354
564,R-HSA-9660821,ENSG00000172354
565,R-HSA-997272,ENSG00000172354
566,R-HSA-8980692,ENSG00000175220
567,R-HSA-9013026,ENSG00000175220
568,R-HSA-9013106,ENSG00000175220
569,R-HSA-9013148,ENSG00000175220
570,R-HSA-9013149,ENSG00000175220
571,R-HSA-9013404,ENSG00000175220
572,R-HSA-9013405,ENSG00000175220
573,R-HSA-9013406,ENSG00000175220
574,R-HSA-9013408,ENSG00000175220
575,R-HSA-9013409,ENSG00000175220
576,R-HSA-9013423,ENSG00000175220
577,R-HSA-9035034,ENSG00000175220
578,R-HSA-9696270,ENSG00000175220
579,R-HSA-445355,ENSG00000177238
580,R-HSA-2022090,ENSG00000178209
581,R-HSA-264870,ENSG00000178209
582,R-HSA-446107,ENSG00000178209
583,R-HSA-174403,ENSG00000178814
584,R-HSA-5578998,ENSG00000178814
585,R-HSA-380994,ENSG00000178896
586,R-HSA-429958,ENSG00000178896
587,R-HSA-450385,ENSG00000178896
588,R-HSA-450513,ENSG00000178896
589,R-HSA-450604,ENSG00000178896
590,R-HSA-6791226,ENSG00000178896
591,R-HSA-877300,ENSG00000179344
592,R-HSA-5357905,ENSG00000179526
593,R-HSA-5357956,ENSG00000179526
594,R-HSA-6794361,ENSG00000179526
595,R-HSA-8943724,ENSG00000179632
596,R-HSA-6798695,ENSG00000180448
597,R-HSA-8980692,ENSG00000180448
598,R-HSA-9013148,ENSG00000180448
599,R-HSA-9013149,ENSG00000180448
600,R-HSA-8950505,ENSG00000183336
601,R-HSA-5663220,ENSG00000184922
602,R-HSA-9013148,ENSG00000184922
603,R-HSA-9013149,ENSG00000184922
604,R-HSA-156827,ENSG00000185088
605,R-HSA-156902,ENSG00000185088
606,R-HSA-1799339,ENSG00000185088
607,R-HSA-192823,ENSG00000185088
608,R-HSA-2408557,ENSG00000185088
609,R-HSA-6791226,ENSG00000185088
610,R-HSA-72649,ENSG00000185088
611,R-HSA-72689,ENSG00000185088
612,R-HSA-72695,ENSG00000185088
613,R-HSA-72702,ENSG00000185088
614,R-HSA-72706,ENSG00000185088
615,R-HSA-72764,ENSG00000185088
616,R-HSA-9010553,ENSG00000185088
617,R-HSA-9633012,ENSG00000185088
618,R-HSA-9735869,ENSG00000185088
619,R-HSA-9754678,ENSG00000185088
620,R-HSA-975956,ENSG00000185088
621,R-HSA-975957,ENSG00000185088
622,R-HSA-264870,ENSG00000186868
623,R-HSA-9619483,ENSG00000186868
624,R-HSA-198933,ENSG00000188056
625,R-HSA-166208,ENSG00000188186
626,R-HSA-380972,ENSG00000188186
627,R-HSA-5628897,ENSG00000188186
628,R-HSA-8943724,ENSG00000188186
629,R-HSA-9639288,ENSG00000188186
630,R-HSA-432722,ENSG00000189114
631,R-HSA-202424,ENSG00000196126
632,R-HSA-202427,ENSG00000196126
633,R-HSA-202430,ENSG00000196126
634,R-HSA-202433,ENSG00000196126
635,R-HSA-2132295,ENSG00000196126
636,R-HSA-389948,ENSG00000196126
637,R-HSA-877300,ENSG00000196126
638,R-HSA-6798695,ENSG00000196352
639,R-HSA-6807878,ENSG00000196352
640,R-HSA-977606,ENSG00000196352
641,R-HSA-2022377,ENSG00000196549
642,R-HSA-5578768,ENSG00000196549
643,R-HSA-6798695,ENSG00000196549
644,R-HSA-202424,ENSG00000196735
645,R-HSA-202427,ENSG00000196735
646,R-HSA-202430,ENSG00000196735
647,R-HSA-202433,ENSG00000196735
648,R-HSA-2132295,ENSG00000196735
649,R-HSA-389948,ENSG00000196735
650,R-HSA-877300,ENSG00000196735
651,R-HSA-114604,ENSG00000197943
652,R-HSA-1855204,ENSG00000197943
653,R-HSA-202433,ENSG00000197943
654,R-HSA-2029485,ENSG00000197943
655,R-HSA-2424491,ENSG00000197943
656,R-HSA-2871796,ENSG00000197943
657,R-HSA-2871809,ENSG00000197943
658,R-HSA-5621480,ENSG00000197943
659,R-HSA-9027277,ENSG00000197943
660,R-HSA-9664323,ENSG00000197943
661,R-HSA-9679191,ENSG00000197943
662,R-HSA-983695,ENSG00000197943
663,R-HSA-177504,ENSG00000197959
664,R-HSA-2132295,ENSG00000197959
665,R-HSA-437239,ENSG00000197959
666,R-HSA-373753,ENSG00000198087
667,R-HSA-202424,ENSG00000198502
668,R-HSA-202427,ENSG00000198502
669,R-HSA-202430,ENSG00000198502
670,R-HSA-202433,ENSG00000198502
671,R-HSA-2132295,ENSG00000198502
672,R-HSA-389948,ENSG00000198502
673,R-HSA-877300,ENSG00000198502
674,R-HSA-6798695,ENSG00000203710
675,R-HSA-8877330,ENSG00000203710
676,R-HSA-977606,ENSG00000203710
677,R-HSA-1236974,ENSG00000204267
678,R-HSA-983170,ENSG00000204267
679,R-HSA-202424,ENSG00000204287
